ParamNum,State,Frequency,MultiStableState,Stability Type,RepNum,Motif
1.0,'01',1.0,'01',1,1,TS
2.0,'01',1.0,'01',1,1,TS
3.0,'10',1.0,'10',1,1,TS
4.0,'10',1.0,'10',1,1,TS
5.0,'01',1.0,'01',1,1,TS
6.0,'01',0.5865865865865866,'01 10',2,1,TS
6.0,'10',0.4134134134134134,'01 10',2,1,TS
7.0,'10',1.0,'10',1,1,TS
8.0,'10',1.0,'10',1,1,TS
9.0,'01',1.0,'01',1,1,TS
10.0,'10',1.0,'10',1,1,TS
11.0,'01',1.0,'01',1,1,TS
12.0,'10',1.0,'10',1,1,TS
13.0,'10',1.0,'10',1,1,TS
14.0,'01',0.108,'01 10',2,1,TS
14.0,'10',0.892,'01 10',2,1,TS
15.0,'01',1.0,'01',1,1,TS
16.0,'01',0.415,'01 10',2,1,TS
16.0,'10',0.585,'01 10',2,1,TS
17.0,'01',1.0,'01',1,1,TS
18.0,'01',1.0,'01',1,1,TS
19.0,'01',0.177,'01 10',2,1,TS
19.0,'10',0.823,'01 10',2,1,TS
20.0,'01',0.566,'01 10',2,1,TS
20.0,'10',0.434,'01 10',2,1,TS
21.0,'01',1.0,'01',1,1,TS
22.0,'01',1.0,'01',1,1,TS
23.0,'10',1.0,'10',1,1,TS
24.0,'10',1.0,'10',1,1,TS
25.0,'10',1.0,'10',1,1,TS
26.0,'10',1.0,'10',1,1,TS
27.0,'01',0.38,'01 10',2,1,TS
27.0,'10',0.62,'01 10',2,1,TS
28.0,'01',1.0,'01',1,1,TS
29.0,'10',1.0,'10',1,1,TS
30.0,'11',1.0,'11',1,1,TS
31.0,'10',1.0,'10',1,1,TS
32.0,'11',1.0,'11',1,1,TS
33.0,'10',1.0,'10',1,1,TS
34.0,'01',1.0,'01',1,1,TS
35.0,'01',0.542,'01 10',2,1,TS
35.0,'10',0.458,'01 10',2,1,TS
36.0,'01',0.559,'01 10',2,1,TS
36.0,'10',0.441,'01 10',2,1,TS
37.0,'01',1.0,'01',1,1,TS
38.0,'01',1.0,'01',1,1,TS
39.0,'10',1.0,'10',1,1,TS
40.0,'10',1.0,'10',1,1,TS
41.0,'01',0.864,'01 10',2,1,TS
41.0,'10',0.136,'01 10',2,1,TS
42.0,'01',1.0,'01',1,1,TS
43.0,'01',0.633,'01 10',2,1,TS
43.0,'10',0.367,'01 10',2,1,TS
44.0,'11',1.0,'11',1,1,TS
45.0,'10',1.0,'10',1,1,TS
46.0,'01',0.875,'01 10',2,1,TS
46.0,'10',0.125,'01 10',2,1,TS
47.0,'01',0.989,'01 10',2,1,TS
47.0,'10',0.011,'01 10',2,1,TS
48.0,'01',1.0,'01',1,1,TS
49.0,'01',1.0,'01',1,1,TS
50.0,'01',1.0,'01',1,1,TS
51.0,'10',1.0,'10',1,1,TS
52.0,'01',0.74,'01 10',2,1,TS
52.0,'10',0.26,'01 10',2,1,TS
53.0,'10',1.0,'10',1,1,TS
54.0,'01',0.097,'01 10',2,1,TS
54.0,'10',0.903,'01 10',2,1,TS
55.0,'01',1.0,'01',1,1,TS
56.0,'01',0.561,'01 10',2,1,TS
56.0,'10',0.439,'01 10',2,1,TS
57.0,'10',1.0,'10',1,1,TS
58.0,'01',1.0,'01',1,1,TS
59.0,'01',0.367,'01 10',2,1,TS
59.0,'10',0.633,'01 10',2,1,TS
60.0,'01',0.821,'01 10',2,1,TS
60.0,'10',0.179,'01 10',2,1,TS
61.0,'01',1.0,'01',1,1,TS
62.0,'01',1.0,'01',1,1,TS
63.0,'01',0.838,'01 10',2,1,TS
63.0,'10',0.162,'01 10',2,1,TS
64.0,'01',0.467,'01 10',2,1,TS
64.0,'10',0.533,'01 10',2,1,TS
65.0,'01',0.452,'01 10',2,1,TS
65.0,'10',0.548,'01 10',2,1,TS
66.0,'01',0.223,'01 10',2,1,TS
66.0,'10',0.777,'01 10',2,1,TS
67.0,'01',0.889,'01 10',2,1,TS
67.0,'10',0.111,'01 10',2,1,TS
68.0,'01',1.0,'01',1,1,TS
69.0,'01',1.0,'01',1,1,TS
70.0,'01',0.219,'01 10',2,1,TS
70.0,'10',0.781,'01 10',2,1,TS
71.0,'01',1.0,'01',1,1,TS
72.0,'01',0.081,'01 10',2,1,TS
72.0,'10',0.919,'01 10',2,1,TS
73.0,'01',1.0,'01',1,1,TS
74.0,'01',0.218,'01 10',2,1,TS
74.0,'10',0.782,'01 10',2,1,TS
75.0,'10',1.0,'10',1,1,TS
76.0,'01',1.0,'01',1,1,TS
77.0,'10',1.0,'10',1,1,TS
78.0,'01',0.89,'01 10',2,1,TS
78.0,'10',0.11,'01 10',2,1,TS
79.0,'10',1.0,'10',1,1,TS
80.0,'01',1.0,'01',1,1,TS
81.0,'10',1.0,'10',1,1,TS
82.0,'01',1.0,'01',1,1,TS
83.0,'01',0.159,'01 10',2,1,TS
83.0,'10',0.841,'01 10',2,1,TS
84.0,'10',1.0,'10',1,1,TS
85.0,'10',1.0,'10',1,1,TS
86.0,'01',0.146,'01 10',2,1,TS
86.0,'10',0.854,'01 10',2,1,TS
87.0,'01',1.0,'01',1,1,TS
88.0,'10',1.0,'10',1,1,TS
89.0,'10',1.0,'10',1,1,TS
90.0,'10',1.0,'10',1,1,TS
91.0,'10',1.0,'10',1,1,TS
92.0,'01',1.0,'01',1,1,TS
93.0,'01',0.653,'01 10',2,1,TS
93.0,'10',0.347,'01 10',2,1,TS
94.0,'01',0.152,'01 10',2,1,TS
94.0,'10',0.848,'01 10',2,1,TS
95.0,'01',0.703,'01 10',2,1,TS
95.0,'10',0.297,'01 10',2,1,TS
96.0,'01',0.481,'01 10',2,1,TS
96.0,'10',0.519,'01 10',2,1,TS
97.0,'01',0.527,'01 10',2,1,TS
97.0,'10',0.473,'01 10',2,1,TS
98.0,'10',1.0,'10',1,1,TS
99.0,'10',1.0,'10',1,1,TS
100.0,'01',0.173,'01 10',2,1,TS
100.0,'10',0.827,'01 10',2,1,TS
101.0,'10',1.0,'10',1,1,TS
102.0,'01',1.0,'01',1,1,TS
103.0,'01',1.0,'01',1,1,TS
104.0,'01',0.217,'01 10',2,1,TS
104.0,'10',0.783,'01 10',2,1,TS
105.0,'10',1.0,'10',1,1,TS
106.0,'00',1.0,'00',1,1,TS
107.0,'01',0.591,'01 10',2,1,TS
107.0,'10',0.409,'01 10',2,1,TS
108.0,'10',1.0,'10',1,1,TS
109.0,'01',0.594,'01 10',2,1,TS
109.0,'10',0.406,'01 10',2,1,TS
110.0,'01',1.0,'01',1,1,TS
111.0,'01',1.0,'01',1,1,TS
112.0,'01',1.0,'01',1,1,TS
113.0,'00',1.0,'00',1,1,TS
114.0,'01',0.631,'01 10',2,1,TS
114.0,'10',0.369,'01 10',2,1,TS
115.0,'01',1.0,'01',1,1,TS
116.0,'10',1.0,'10',1,1,TS
117.0,'01',0.903,'01 10',2,1,TS
117.0,'10',0.097,'01 10',2,1,TS
118.0,'01',0.107,'01 10',2,1,TS
118.0,'10',0.893,'01 10',2,1,TS
119.0,'11',1.0,'11',1,1,TS
120.0,'01',0.786,'01 10',2,1,TS
120.0,'10',0.214,'01 10',2,1,TS
121.0,'01',1.0,'01',1,1,TS
122.0,'01',0.689,'01 10',2,1,TS
122.0,'10',0.311,'01 10',2,1,TS
123.0,'10',1.0,'10',1,1,TS
124.0,'01',0.345,'01 10',2,1,TS
124.0,'10',0.655,'01 10',2,1,TS
125.0,'10',1.0,'10',1,1,TS
126.0,'10',1.0,'10',1,1,TS
127.0,'01',1.0,'01',1,1,TS
128.0,'10',1.0,'10',1,1,TS
129.0,'01',1.0,'01',1,1,TS
130.0,'01',0.029,'01 10',2,1,TS
130.0,'10',0.971,'01 10',2,1,TS
131.0,'01',0.056,'01 10',2,1,TS
131.0,'10',0.944,'01 10',2,1,TS
132.0,'10',1.0,'10',1,1,TS
133.0,'01',0.455,'01 10',2,1,TS
133.0,'10',0.545,'01 10',2,1,TS
134.0,'01',1.0,'01',1,1,TS
135.0,'01',1.0,'01',1,1,TS
136.0,'01',1.0,'01',1,1,TS
137.0,'01',1.0,'01',1,1,TS
138.0,'10',1.0,'10',1,1,TS
139.0,'10',1.0,'10',1,1,TS
140.0,'01',0.787,'01 10',2,1,TS
140.0,'10',0.213,'01 10',2,1,TS
141.0,'10',1.0,'10',1,1,TS
142.0,'01',0.983,'01 10',2,1,TS
142.0,'10',0.017,'01 10',2,1,TS
143.0,'01',1.0,'01',1,1,TS
144.0,'01',1.0,'01',1,1,TS
145.0,'01',0.412,'01 10',2,1,TS
145.0,'10',0.588,'01 10',2,1,TS
146.0,'01',0.282,'01 10',2,1,TS
146.0,'10',0.718,'01 10',2,1,TS
147.0,'01',0.139,'01 10',2,1,TS
147.0,'10',0.861,'01 10',2,1,TS
148.0,'01',0.887,'01 10',2,1,TS
148.0,'10',0.113,'01 10',2,1,TS
149.0,'01',1.0,'01',1,1,TS
150.0,'10',1.0,'10',1,1,TS
151.0,'01',1.0,'01',1,1,TS
152.0,'01',0.025,'01 10',2,1,TS
152.0,'10',0.975,'01 10',2,1,TS
153.0,'10',1.0,'10',1,1,TS
154.0,'01',0.3438133874239351,'01 10',2,1,TS
154.0,'10',0.6561866125760649,'01 10',2,1,TS
155.0,'01',1.0,'01',1,1,TS
156.0,'10',1.0,'10',1,1,TS
157.0,'01',1.0,'01',1,1,TS
158.0,'01',0.25,'01 10',2,1,TS
158.0,'10',0.75,'01 10',2,1,TS
159.0,'01',0.107,'01 10',2,1,TS
159.0,'10',0.893,'01 10',2,1,TS
160.0,'01',0.893,'01 10',2,1,TS
160.0,'10',0.107,'01 10',2,1,TS
161.0,'01',0.79,'01 10',2,1,TS
161.0,'10',0.21,'01 10',2,1,TS
162.0,'10',1.0,'10',1,1,TS
163.0,'10',1.0,'10',1,1,TS
164.0,'01',1.0,'01',1,1,TS
165.0,'11',1.0,'11',1,1,TS
166.0,'01',0.034,'01 10',2,1,TS
166.0,'10',0.966,'01 10',2,1,TS
167.0,'01',1.0,'01',1,1,TS
168.0,'01',0.072,'01 10',2,1,TS
168.0,'10',0.928,'01 10',2,1,TS
169.0,'01',1.0,'01',1,1,TS
170.0,'01',0.83,'01 10',2,1,TS
170.0,'10',0.17,'01 10',2,1,TS
171.0,'10',1.0,'10',1,1,TS
172.0,'00',0.264,'00 01',2,1,TS
172.0,'01',0.736,'00 01',2,1,TS
173.0,'10',1.0,'10',1,1,TS
174.0,'01',1.0,'01',1,1,TS
175.0,'10',1.0,'10',1,1,TS
176.0,'10',1.0,'10',1,1,TS
177.0,'01',0.91,'01 10',2,1,TS
177.0,'10',0.09,'01 10',2,1,TS
178.0,'01',0.165,'01 10',2,1,TS
178.0,'10',0.835,'01 10',2,1,TS
179.0,'01',0.565,'01 10',2,1,TS
179.0,'10',0.435,'01 10',2,1,TS
180.0,'01',1.0,'01',1,1,TS
181.0,'01',1.0,'01',1,1,TS
182.0,'10',1.0,'10',1,1,TS
183.0,'01',0.456,'01 10',2,1,TS
183.0,'10',0.544,'01 10',2,1,TS
184.0,'00',1.0,'00',1,1,TS
185.0,'10',1.0,'10',1,1,TS
186.0,'10',1.0,'10',1,1,TS
187.0,'01',0.40380761523046094,'01 10',2,1,TS
187.0,'10',0.5961923847695391,'01 10',2,1,TS
188.0,'01',0.104,'01 10',2,1,TS
188.0,'10',0.896,'01 10',2,1,TS
189.0,'01',0.659,'01 10',2,1,TS
189.0,'10',0.341,'01 10',2,1,TS
190.0,'01',0.285,'01 10',2,1,TS
190.0,'10',0.715,'01 10',2,1,TS
191.0,'10',1.0,'10',1,1,TS
192.0,'01',0.041,'01 10',2,1,TS
192.0,'10',0.959,'01 10',2,1,TS
193.0,'10',1.0,'10',1,1,TS
194.0,'01',1.0,'01',1,1,TS
195.0,'01',0.179,'01 10',2,1,TS
195.0,'10',0.821,'01 10',2,1,TS
196.0,'10',1.0,'10',1,1,TS
197.0,'01',0.484,'01 10',2,1,TS
197.0,'10',0.516,'01 10',2,1,TS
198.0,'01',0.562,'01 10',2,1,TS
198.0,'10',0.438,'01 10',2,1,TS
199.0,'10',1.0,'10',1,1,TS
200.0,'01',0.334,'01 10',2,1,TS
200.0,'10',0.666,'01 10',2,1,TS
201.0,'01',0.557,'01 10',2,1,TS
201.0,'10',0.443,'01 10',2,1,TS
202.0,'10',1.0,'10',1,1,TS
203.0,'10',1.0,'10',1,1,TS
204.0,'01',1.0,'01',1,1,TS
205.0,'01',0.467,'01 10',2,1,TS
205.0,'10',0.533,'01 10',2,1,TS
206.0,'01',0.956,'01 10',2,1,TS
206.0,'10',0.044,'01 10',2,1,TS
207.0,'10',1.0,'10',1,1,TS
208.0,'10',1.0,'10',1,1,TS
209.0,'01',0.866,'01 10',2,1,TS
209.0,'10',0.134,'01 10',2,1,TS
210.0,'00',1.0,'00',1,1,TS
211.0,'01',1.0,'01',1,1,TS
212.0,'01',1.0,'01',1,1,TS
213.0,'01',1.0,'01',1,1,TS
214.0,'10',1.0,'10',1,1,TS
215.0,'01',1.0,'01',1,1,TS
216.0,'01',0.394,'01 10',2,1,TS
216.0,'10',0.606,'01 10',2,1,TS
217.0,'10',1.0,'10',1,1,TS
218.0,'10',1.0,'10',1,1,TS
219.0,'10',1.0,'10',1,1,TS
220.0,'01',0.429,'01 10',2,1,TS
220.0,'10',0.571,'01 10',2,1,TS
221.0,'01',1.0,'01',1,1,TS
222.0,'01',0.932,'01 10',2,1,TS
222.0,'10',0.068,'01 10',2,1,TS
223.0,'10',1.0,'10',1,1,TS
224.0,'01',1.0,'01',1,1,TS
225.0,'00',1.0,'00',1,1,TS
226.0,'10',1.0,'10',1,1,TS
227.0,'01',0.916,'01 10',2,1,TS
227.0,'10',0.084,'01 10',2,1,TS
228.0,'01',0.619,'01 10',2,1,TS
228.0,'10',0.381,'01 10',2,1,TS
229.0,'01',0.194,'01 10',2,1,TS
229.0,'10',0.806,'01 10',2,1,TS
230.0,'01',1.0,'01',1,1,TS
231.0,'10',1.0,'10',1,1,TS
232.0,'01',0.687,'01 10',2,1,TS
232.0,'10',0.313,'01 10',2,1,TS
233.0,'10',1.0,'10',1,1,TS
234.0,'10',1.0,'10',1,1,TS
235.0,'01',0.5775775775775776,'01 10',2,1,TS
235.0,'10',0.42242242242242245,'01 10',2,1,TS
236.0,'10',1.0,'10',1,1,TS
237.0,'01',1.0,'01',1,1,TS
238.0,'10',1.0,'10',1,1,TS
239.0,'01',1.0,'01',1,1,TS
240.0,'01',1.0,'01',1,1,TS
241.0,'01',0.938,'01 10',2,1,TS
241.0,'10',0.062,'01 10',2,1,TS
242.0,'10',1.0,'10',1,1,TS
243.0,'01',0.042,'01 10',2,1,TS
243.0,'10',0.958,'01 10',2,1,TS
244.0,'01',1.0,'01',1,1,TS
245.0,'01',0.968,'01 10',2,1,TS
245.0,'10',0.032,'01 10',2,1,TS
246.0,'01',0.869,'01 10',2,1,TS
246.0,'10',0.131,'01 10',2,1,TS
247.0,'01',1.0,'01',1,1,TS
248.0,'01',1.0,'01',1,1,TS
249.0,'01',1.0,'01',1,1,TS
250.0,'10',1.0,'10',1,1,TS
251.0,'01',0.003,'01 10',2,1,TS
251.0,'10',0.997,'01 10',2,1,TS
252.0,'10',1.0,'10',1,1,TS
253.0,'10',1.0,'10',1,1,TS
254.0,'01',1.0,'01',1,1,TS
255.0,'01',0.988,'01 10',2,1,TS
255.0,'10',0.012,'01 10',2,1,TS
256.0,'10',1.0,'10',1,1,TS
257.0,'01',0.515,'01 10',2,1,TS
257.0,'10',0.485,'01 10',2,1,TS
258.0,'01',1.0,'01',1,1,TS
259.0,'01',0.762,'01 10',2,1,TS
259.0,'10',0.238,'01 10',2,1,TS
260.0,'01',0.561,'01 10',2,1,TS
260.0,'10',0.439,'01 10',2,1,TS
261.0,'01',1.0,'01',1,1,TS
262.0,'01',0.151,'01 10',2,1,TS
262.0,'10',0.849,'01 10',2,1,TS
263.0,'10',1.0,'10',1,1,TS
264.0,'01',1.0,'01',1,1,TS
265.0,'01',0.186,'01 10',2,1,TS
265.0,'10',0.814,'01 10',2,1,TS
266.0,'01',1.0,'01',1,1,TS
267.0,'01',0.104,'01 10',2,1,TS
267.0,'10',0.896,'01 10',2,1,TS
268.0,'01',1.0,'01',1,1,TS
269.0,'10',1.0,'10',1,1,TS
270.0,'01',0.262,'01 10',2,1,TS
270.0,'10',0.738,'01 10',2,1,TS
271.0,'01',1.0,'01',1,1,TS
272.0,'01',1.0,'01',1,1,TS
273.0,'01',0.14,'01 10',2,1,TS
273.0,'10',0.86,'01 10',2,1,TS
274.0,'01',1.0,'01',1,1,TS
275.0,'10',1.0,'10',1,1,TS
276.0,'01',1.0,'01',1,1,TS
277.0,'01',1.0,'01',1,1,TS
278.0,'01',1.0,'01',1,1,TS
279.0,'01',0.729,'01 10',2,1,TS
279.0,'10',0.271,'01 10',2,1,TS
280.0,'01',0.742,'01 10',2,1,TS
280.0,'10',0.258,'01 10',2,1,TS
281.0,'01',1.0,'01',1,1,TS
282.0,'10',1.0,'10',1,1,TS
283.0,'01',1.0,'01',1,1,TS
284.0,'01',1.0,'01',1,1,TS
285.0,'01',1.0,'01',1,1,TS
286.0,'10',1.0,'10',1,1,TS
287.0,'01',0.181,'01 10',2,1,TS
287.0,'10',0.819,'01 10',2,1,TS
288.0,'01',1.0,'01',1,1,TS
289.0,'01',1.0,'01',1,1,TS
290.0,'01',0.891,'01 10',2,1,TS
290.0,'10',0.109,'01 10',2,1,TS
291.0,'01',1.0,'01',1,1,TS
292.0,'10',1.0,'10',1,1,TS
293.0,'10',1.0,'10',1,1,TS
294.0,'01',1.0,'01',1,1,TS
295.0,'10',1.0,'10',1,1,TS
296.0,'01',1.0,'01',1,1,TS
297.0,'10',1.0,'10',1,1,TS
298.0,'01',1.0,'01',1,1,TS
299.0,'01',1.0,'01',1,1,TS
300.0,'10',1.0,'10',1,1,TS
301.0,'01',0.105,'01 10',2,1,TS
301.0,'10',0.895,'01 10',2,1,TS
302.0,'00',1.0,'00',1,1,TS
303.0,'10',1.0,'10',1,1,TS
304.0,'10',1.0,'10',1,1,TS
305.0,'10',1.0,'10',1,1,TS
306.0,'10',1.0,'10',1,1,TS
307.0,'01',1.0,'01',1,1,TS
308.0,'10',1.0,'10',1,1,TS
309.0,'01',0.676,'01 10',2,1,TS
309.0,'10',0.324,'01 10',2,1,TS
310.0,'10',1.0,'10',1,1,TS
311.0,'10',1.0,'10',1,1,TS
312.0,'10',1.0,'10',1,1,TS
313.0,'01',1.0,'01',1,1,TS
314.0,'01',1.0,'01',1,1,TS
315.0,'10',1.0,'10',1,1,TS
316.0,'01',0.02,'01 10',2,1,TS
316.0,'10',0.98,'01 10',2,1,TS
317.0,'10',1.0,'10',1,1,TS
318.0,'01',1.0,'01',1,1,TS
319.0,'10',1.0,'10',1,1,TS
320.0,'00',1.0,'00',1,1,TS
321.0,'01',1.0,'01',1,1,TS
322.0,'10',1.0,'10',1,1,TS
323.0,'01',0.6,'01 10',2,1,TS
323.0,'10',0.4,'01 10',2,1,TS
324.0,'01',0.077,'01 10',2,1,TS
324.0,'10',0.923,'01 10',2,1,TS
325.0,'01',0.349,'01 10',2,1,TS
325.0,'10',0.651,'01 10',2,1,TS
326.0,'10',1.0,'10',1,1,TS
327.0,'11',1.0,'11',1,1,TS
328.0,'10',1.0,'10',1,1,TS
329.0,'01',1.0,'01',1,1,TS
330.0,'01',1.0,'01',1,1,TS
331.0,'01',1.0,'01',1,1,TS
332.0,'10',1.0,'10',1,1,TS
333.0,'01',0.225,'01 10',2,1,TS
333.0,'10',0.775,'01 10',2,1,TS
334.0,'01',0.275,'01 10',2,1,TS
334.0,'10',0.725,'01 10',2,1,TS
335.0,'10',1.0,'10',1,1,TS
336.0,'01',1.0,'01',1,1,TS
337.0,'01',1.0,'01',1,1,TS
338.0,'01',1.0,'01',1,1,TS
339.0,'01',1.0,'01',1,1,TS
340.0,'01',1.0,'01',1,1,TS
341.0,'01',1.0,'01',1,1,TS
342.0,'01',0.311,'01 10',2,1,TS
342.0,'10',0.689,'01 10',2,1,TS
343.0,'01',0.82,'01 10',2,1,TS
343.0,'10',0.18,'01 10',2,1,TS
344.0,'01',1.0,'01',1,1,TS
345.0,'01',1.0,'01',1,1,TS
346.0,'01',1.0,'01',1,1,TS
347.0,'01',0.957,'01 10',2,1,TS
347.0,'10',0.043,'01 10',2,1,TS
348.0,'01',1.0,'01',1,1,TS
349.0,'11',1.0,'11',1,1,TS
350.0,'01',1.0,'01',1,1,TS
351.0,'01',0.706,'01 10',2,1,TS
351.0,'10',0.294,'01 10',2,1,TS
352.0,'01',1.0,'01',1,1,TS
353.0,'10',1.0,'10',1,1,TS
354.0,'01',1.0,'01',1,1,TS
355.0,'10',1.0,'10',1,1,TS
356.0,'10',1.0,'10',1,1,TS
357.0,'01',0.806,'01 10',2,1,TS
357.0,'10',0.194,'01 10',2,1,TS
358.0,'01',1.0,'01',1,1,TS
359.0,'01',0.253,'01 10',2,1,TS
359.0,'10',0.747,'01 10',2,1,TS
360.0,'10',1.0,'10',1,1,TS
361.0,'01',0.192,'01 10',2,1,TS
361.0,'10',0.808,'01 10',2,1,TS
362.0,'01',0.313,'01 10',2,1,TS
362.0,'10',0.687,'01 10',2,1,TS
363.0,'01',1.0,'01',1,1,TS
364.0,'10',1.0,'10',1,1,TS
365.0,'10',1.0,'10',1,1,TS
366.0,'10',1.0,'10',1,1,TS
367.0,'01',1.0,'01',1,1,TS
368.0,'10',1.0,'10',1,1,TS
369.0,'10',1.0,'10',1,1,TS
370.0,'01',0.367,'01 10',2,1,TS
370.0,'10',0.633,'01 10',2,1,TS
371.0,'01',0.813,'01 10',2,1,TS
371.0,'10',0.187,'01 10',2,1,TS
372.0,'10',1.0,'10',1,1,TS
373.0,'01',0.725,'01 10',2,1,TS
373.0,'10',0.275,'01 10',2,1,TS
374.0,'01',1.0,'01',1,1,TS
375.0,'11',1.0,'11',1,1,TS
376.0,'01',0.792,'01 10',2,1,TS
376.0,'10',0.208,'01 10',2,1,TS
377.0,'01',1.0,'01',1,1,TS
378.0,'01',0.65,'01 10',2,1,TS
378.0,'10',0.35,'01 10',2,1,TS
379.0,'10',1.0,'10',1,1,TS
380.0,'01',0.417,'01 10',2,1,TS
380.0,'10',0.583,'01 10',2,1,TS
381.0,'01',1.0,'01',1,1,TS
382.0,'00',1.0,'00',1,1,TS
383.0,'01',1.0,'01',1,1,TS
384.0,'01',0.146,'01 10',2,1,TS
384.0,'10',0.854,'01 10',2,1,TS
385.0,'01',0.017,'01 10',2,1,TS
385.0,'10',0.983,'01 10',2,1,TS
386.0,'01',0.086,'01 10',2,1,TS
386.0,'10',0.914,'01 10',2,1,TS
387.0,'01',0.955,'01 10',2,1,TS
387.0,'10',0.045,'01 10',2,1,TS
388.0,'01',0.146,'01 10',2,1,TS
388.0,'10',0.854,'01 10',2,1,TS
389.0,'10',1.0,'10',1,1,TS
390.0,'01',1.0,'01',1,1,TS
391.0,'01',0.111,'01 10',2,1,TS
391.0,'10',0.889,'01 10',2,1,TS
392.0,'10',1.0,'10',1,1,TS
393.0,'11',1.0,'11',1,1,TS
394.0,'01',0.864,'01 10',2,1,TS
394.0,'10',0.136,'01 10',2,1,TS
395.0,'10',1.0,'10',1,1,TS
396.0,'10',1.0,'10',1,1,TS
397.0,'01',1.0,'01',1,1,TS
398.0,'01',1.0,'01',1,1,TS
399.0,'01',1.0,'01',1,1,TS
400.0,'01',1.0,'01',1,1,TS
401.0,'01',0.221,'01 10',2,1,TS
401.0,'10',0.779,'01 10',2,1,TS
402.0,'01',0.682,'01 10',2,1,TS
402.0,'10',0.318,'01 10',2,1,TS
403.0,'01',0.267,'01 10',2,1,TS
403.0,'10',0.733,'01 10',2,1,TS
404.0,'01',1.0,'01',1,1,TS
405.0,'10',1.0,'10',1,1,TS
406.0,'00',0.43,'00 10',2,1,TS
406.0,'10',0.57,'00 10',2,1,TS
407.0,'01',0.191,'01 10',2,1,TS
407.0,'10',0.809,'01 10',2,1,TS
408.0,'01',1.0,'01',1,1,TS
409.0,'10',1.0,'10',1,1,TS
410.0,'01',0.007,'01 10',2,1,TS
410.0,'10',0.993,'01 10',2,1,TS
411.0,'01',1.0,'01',1,1,TS
412.0,'01',1.0,'01',1,1,TS
413.0,'01',0.821,'01 10',2,1,TS
413.0,'10',0.179,'01 10',2,1,TS
414.0,'01',0.686,'01 10',2,1,TS
414.0,'10',0.314,'01 10',2,1,TS
415.0,'01',1.0,'01',1,1,TS
416.0,'01',0.737,'01 10',2,1,TS
416.0,'10',0.263,'01 10',2,1,TS
417.0,'10',1.0,'10',1,1,TS
418.0,'11',1.0,'11',1,1,TS
419.0,'01',0.873,'01 10',2,1,TS
419.0,'10',0.127,'01 10',2,1,TS
420.0,'01',1.0,'01',1,1,TS
421.0,'01',1.0,'01',1,1,TS
422.0,'01',1.0,'01',1,1,TS
423.0,'01',1.0,'01',1,1,TS
424.0,'00',0.974,'00 10',2,1,TS
424.0,'10',0.026,'00 10',2,1,TS
425.0,'10',1.0,'10',1,1,TS
426.0,'01',1.0,'01',1,1,TS
427.0,'01',1.0,'01',1,1,TS
428.0,'01',1.0,'01',1,1,TS
429.0,'01',1.0,'01',1,1,TS
430.0,'01',0.871,'01 10',2,1,TS
430.0,'10',0.129,'01 10',2,1,TS
431.0,'01',0.195,'01 10',2,1,TS
431.0,'10',0.805,'01 10',2,1,TS
432.0,'01',0.603,'01 10',2,1,TS
432.0,'10',0.397,'01 10',2,1,TS
433.0,'01',0.962,'01 10',2,1,TS
433.0,'10',0.038,'01 10',2,1,TS
434.0,'10',1.0,'10',1,1,TS
435.0,'10',1.0,'10',1,1,TS
436.0,'01',0.002,'01 10',2,1,TS
436.0,'10',0.998,'01 10',2,1,TS
437.0,'01',0.079,'01 10',2,1,TS
437.0,'10',0.921,'01 10',2,1,TS
438.0,'01',1.0,'01',1,1,TS
439.0,'01',0.07,'01 10',2,1,TS
439.0,'10',0.93,'01 10',2,1,TS
440.0,'01',1.0,'01',1,1,TS
441.0,'01',1.0,'01',1,1,TS
442.0,'10',1.0,'10',1,1,TS
443.0,'10',1.0,'10',1,1,TS
444.0,'01',1.0,'01',1,1,TS
445.0,'10',1.0,'10',1,1,TS
446.0,'01',0.221,'01 10',2,1,TS
446.0,'10',0.779,'01 10',2,1,TS
447.0,'10',1.0,'10',1,1,TS
448.0,'01',0.567,'01 10',2,1,TS
448.0,'10',0.433,'01 10',2,1,TS
449.0,'10',1.0,'10',1,1,TS
450.0,'01',1.0,'01',1,1,TS
451.0,'10',1.0,'10',1,1,TS
452.0,'01',0.559,'01 10',2,1,TS
452.0,'10',0.441,'01 10',2,1,TS
453.0,'00',0.047,'00 10',2,1,TS
453.0,'10',0.953,'00 10',2,1,TS
454.0,'01',0.956,'01 10',2,1,TS
454.0,'10',0.044,'01 10',2,1,TS
455.0,'01',1.0,'01',1,1,TS
456.0,'10',1.0,'10',1,1,TS
457.0,'01',1.0,'01',1,1,TS
458.0,'01',1.0,'01',1,1,TS
459.0,'10',1.0,'10',1,1,TS
460.0,'10',1.0,'10',1,1,TS
461.0,'01',1.0,'01',1,1,TS
462.0,'10',1.0,'10',1,1,TS
463.0,'01',0.988,'01 10',2,1,TS
463.0,'10',0.012,'01 10',2,1,TS
464.0,'01',1.0,'01',1,1,TS
465.0,'01',0.376,'01 10',2,1,TS
465.0,'10',0.624,'01 10',2,1,TS
466.0,'01',0.794,'01 10',2,1,TS
466.0,'10',0.206,'01 10',2,1,TS
467.0,'01',1.0,'01',1,1,TS
468.0,'01',1.0,'01',1,1,TS
469.0,'10',1.0,'10',1,1,TS
470.0,'01',0.846,'01 10',2,1,TS
470.0,'10',0.154,'01 10',2,1,TS
471.0,'10',1.0,'10',1,1,TS
