ParamNum,State,Frequency,MultiStableState,Stability Type,RepNum,Motif
6659.0,'10',0.099,'01 10',2,2,TSSA
6660.0,'01',0.171,'01 10',2,2,TSSA
6660.0,'10',0.829,'01 10',2,2,TSSA
6661.0,'01',0.046,'01 10',2,2,TSSA
6661.0,'10',0.954,'01 10',2,2,TSSA
6662.0,'01',0.487,'01 10',2,2,TSSA
6662.0,'10',0.513,'01 10',2,2,TSSA
6663.0,'01',0.112,'01 10',2,2,TSSA
6663.0,'10',0.888,'01 10',2,2,TSSA
6664.0,'00',0.954,'00 10',2,2,TSSA
6664.0,'10',0.046,'00 10',2,2,TSSA
6665.0,'01',0.933,'01 10',2,2,TSSA
6665.0,'10',0.067,'01 10',2,2,TSSA
6666.0,'01',0.894,'01 10',2,2,TSSA
6666.0,'10',0.106,'01 10',2,2,TSSA
6667.0,'01',1.0,'01',1,2,TSSA
6668.0,'01',0.017,'01 10',2,2,TSSA
6668.0,'10',0.983,'01 10',2,2,TSSA
6669.0,'01',0.262,'01 10',2,2,TSSA
6669.0,'10',0.738,'01 10',2,2,TSSA
6670.0,'01',1.0,'01',1,2,TSSA
6671.0,'01',0.863,'01 10',2,2,TSSA
6671.0,'10',0.137,'01 10',2,2,TSSA
6672.0,'00',0.076,'00 10',2,2,TSSA
6672.0,'10',0.924,'00 10',2,2,TSSA
6673.0,'01',0.878,'01 10',2,2,TSSA
6673.0,'10',0.122,'01 10',2,2,TSSA
6674.0,'01',0.79,'01 10',2,2,TSSA
6674.0,'10',0.21,'01 10',2,2,TSSA
6675.0,'01',0.045,'01 10',2,2,TSSA
6675.0,'10',0.955,'01 10',2,2,TSSA
6676.0,'01',0.638,'01 10',2,2,TSSA
6676.0,'10',0.362,'01 10',2,2,TSSA
6677.0,'00',0.906,'00 01 10',3,2,TSSA
6677.0,'01',0.071,'00 01 10',3,2,TSSA
6677.0,'10',0.023,'00 01 10',3,2,TSSA
6678.0,'01',0.941,'01 10',2,2,TSSA
6678.0,'10',0.059,'01 10',2,2,TSSA
6679.0,'01',0.215,'01 10',2,2,TSSA
6679.0,'10',0.785,'01 10',2,2,TSSA
6680.0,'01',0.113,'01 10',2,2,TSSA
6680.0,'10',0.887,'01 10',2,2,TSSA
6681.0,'01',0.832,'01 10',2,2,TSSA
6681.0,'10',0.168,'01 10',2,2,TSSA
6682.0,'00',0.266,'00 01 10',3,2,TSSA
6682.0,'01',0.225,'00 01 10',3,2,TSSA
6682.0,'10',0.509,'00 01 10',3,2,TSSA
6683.0,'01',0.447,'01 10',2,2,TSSA
6683.0,'10',0.553,'01 10',2,2,TSSA
6684.0,'01',0.478,'01 10',2,2,TSSA
6684.0,'10',0.522,'01 10',2,2,TSSA
6685.0,'01',0.422,'01 10',2,2,TSSA
6685.0,'10',0.578,'01 10',2,2,TSSA
6686.0,'01',0.283,'01 10',2,2,TSSA
6686.0,'10',0.717,'01 10',2,2,TSSA
6687.0,'00',0.002,'00 01 10',3,2,TSSA
6687.0,'01',0.16,'00 01 10',3,2,TSSA
6687.0,'10',0.838,'00 01 10',3,2,TSSA
6688.0,'01',1.0,'01',1,2,TSSA
6689.0,'10',1.0,'10',1,2,TSSA
6690.0,'00',0.204,'00 10',2,2,TSSA
6690.0,'10',0.796,'00 10',2,2,TSSA
6691.0,'01',0.743,'01 10',2,2,TSSA
6691.0,'10',0.257,'01 10',2,2,TSSA
6692.0,'00',0.001,'00 01 10',3,2,TSSA
6692.0,'01',0.036,'00 01 10',3,2,TSSA
6692.0,'10',0.963,'00 01 10',3,2,TSSA
6693.0,'01',0.566,'01 10',2,2,TSSA
6693.0,'10',0.434,'01 10',2,2,TSSA
6694.0,'01',1.0,'01',1,2,TSSA
6695.0,'01',0.065,'01 10',2,2,TSSA
6695.0,'10',0.935,'01 10',2,2,TSSA
6696.0,'10',1.0,'10',1,2,TSSA
6697.0,'01',0.007,'01 10',2,2,TSSA
6697.0,'10',0.993,'01 10',2,2,TSSA
6698.0,'01',0.16,'01 10',2,2,TSSA
6698.0,'10',0.84,'01 10',2,2,TSSA
6699.0,'01',0.076,'01 10',2,2,TSSA
6699.0,'10',0.924,'01 10',2,2,TSSA
6700.0,'01',0.363,'01 10',2,2,TSSA
6700.0,'10',0.637,'01 10',2,2,TSSA
6701.0,'01',0.015,'01 10',2,2,TSSA
6701.0,'10',0.985,'01 10',2,2,TSSA
6702.0,'01',1.0,'01',1,2,TSSA
6703.0,'01',0.94,'01 10',2,2,TSSA
6703.0,'10',0.06,'01 10',2,2,TSSA
6704.0,'01',0.828,'01 10',2,2,TSSA
6704.0,'10',0.172,'01 10',2,2,TSSA
6705.0,'01',0.006,'01 10',2,2,TSSA
6705.0,'10',0.994,'01 10',2,2,TSSA
6706.0,'01',1.0,'01',1,2,TSSA
6707.0,'01',0.221,'01 10',2,2,TSSA
6707.0,'10',0.779,'01 10',2,2,TSSA
6708.0,'00',0.005,'00 01 10',3,2,TSSA
6708.0,'01',0.783,'00 01 10',3,2,TSSA
6708.0,'10',0.212,'00 01 10',3,2,TSSA
6709.0,'00',0.005,'00 01 10',3,2,TSSA
6709.0,'01',0.361,'00 01 10',3,2,TSSA
6709.0,'10',0.634,'00 01 10',3,2,TSSA
6710.0,'01',0.8,'01 10',2,2,TSSA
6710.0,'10',0.2,'01 10',2,2,TSSA
6711.0,'01',1.0,'01',1,2,TSSA
6712.0,'01',0.048,'01 10',2,2,TSSA
6712.0,'10',0.952,'01 10',2,2,TSSA
6713.0,'01',0.777,'01 10',2,2,TSSA
6713.0,'10',0.223,'01 10',2,2,TSSA
6714.0,'01',0.493,'01 10',2,2,TSSA
6714.0,'10',0.507,'01 10',2,2,TSSA
6715.0,'00',0.126,'00 10',2,2,TSSA
6715.0,'10',0.874,'00 10',2,2,TSSA
6716.0,'01',0.207,'01 10',2,2,TSSA
6716.0,'10',0.793,'01 10',2,2,TSSA
6717.0,'01',0.719,'01 10',2,2,TSSA
6717.0,'10',0.281,'01 10',2,2,TSSA
6718.0,'01',0.046,'01 10',2,2,TSSA
6718.0,'10',0.954,'01 10',2,2,TSSA
6719.0,'00',0.922,'00 01 10',3,2,TSSA
6719.0,'01',0.035,'00 01 10',3,2,TSSA
6719.0,'10',0.043,'00 01 10',3,2,TSSA
6720.0,'01',0.929,'01 10',2,2,TSSA
6720.0,'10',0.071,'01 10',2,2,TSSA
6721.0,'01',0.02,'01 10',2,2,TSSA
6721.0,'10',0.98,'01 10',2,2,TSSA
6722.0,'01',0.033,'01 10',2,2,TSSA
6722.0,'10',0.967,'01 10',2,2,TSSA
6723.0,'01',0.557,'01 10',2,2,TSSA
6723.0,'10',0.443,'01 10',2,2,TSSA
6724.0,'00',0.007,'00 01 10',3,2,TSSA
6724.0,'01',0.937,'00 01 10',3,2,TSSA
6724.0,'10',0.056,'00 01 10',3,2,TSSA
6725.0,'10',1.0,'10',1,2,TSSA
6726.0,'01',0.353,'01 10',2,2,TSSA
6726.0,'10',0.647,'01 10',2,2,TSSA
6727.0,'00',0.002,'00 01 10',3,2,TSSA
6727.0,'01',0.24,'00 01 10',3,2,TSSA
6727.0,'10',0.758,'00 01 10',3,2,TSSA
6728.0,'01',0.116,'01 10',2,2,TSSA
6728.0,'10',0.884,'01 10',2,2,TSSA
6729.0,'01',0.146,'01 10',2,2,TSSA
6729.0,'10',0.854,'01 10',2,2,TSSA
6730.0,'01',0.231,'01 10',2,2,TSSA
6730.0,'10',0.769,'01 10',2,2,TSSA
6731.0,'01',0.365,'01 10',2,2,TSSA
6731.0,'10',0.635,'01 10',2,2,TSSA
6732.0,'01',0.009,'01 10',2,2,TSSA
6732.0,'10',0.991,'01 10',2,2,TSSA
6733.0,'01',1.0,'01',1,2,TSSA
6734.0,'01',0.951,'01 10',2,2,TSSA
6734.0,'10',0.049,'01 10',2,2,TSSA
6735.0,'01',0.855,'01 10',2,2,TSSA
6735.0,'10',0.145,'01 10',2,2,TSSA
6736.0,'00',0.823,'00 10',2,2,TSSA
6736.0,'10',0.177,'00 10',2,2,TSSA
6737.0,'10',1.0,'10',1,2,TSSA
6738.0,'00',0.774,'00 01',2,2,TSSA
6738.0,'01',0.226,'00 01',2,2,TSSA
6739.0,'01',0.724,'01 10',2,2,TSSA
6739.0,'10',0.276,'01 10',2,2,TSSA
6740.0,'10',1.0,'10',1,2,TSSA
6741.0,'01',0.126,'01 10',2,2,TSSA
6741.0,'10',0.874,'01 10',2,2,TSSA
6742.0,'01',0.768,'01 10',2,2,TSSA
6742.0,'10',0.232,'01 10',2,2,TSSA
6743.0,'01',0.316,'01 10',2,2,TSSA
6743.0,'10',0.684,'01 10',2,2,TSSA
6744.0,'01',0.808,'01 10',2,2,TSSA
6744.0,'10',0.192,'01 10',2,2,TSSA
6745.0,'01',0.693,'01 10',2,2,TSSA
6745.0,'10',0.307,'01 10',2,2,TSSA
6746.0,'00',0.005,'00 01 10',3,2,TSSA
6746.0,'01',0.753,'00 01 10',3,2,TSSA
6746.0,'10',0.242,'00 01 10',3,2,TSSA
6747.0,'10',1.0,'10',1,2,TSSA
6748.0,'01',0.34441087613293053,'01 10',2,2,TSSA
6748.0,'10',0.6555891238670695,'01 10',2,2,TSSA
6749.0,'00',0.103,'00 01',2,2,TSSA
6749.0,'01',0.897,'00 01',2,2,TSSA
6750.0,'10',1.0,'10',1,2,TSSA
6751.0,'10',1.0,'10',1,2,TSSA
6752.0,'00',0.003,'00 01 10',3,2,TSSA
6752.0,'01',0.24,'00 01 10',3,2,TSSA
6752.0,'10',0.757,'00 01 10',3,2,TSSA
6753.0,'01',1.0,'01',1,2,TSSA
6754.0,'01',0.849,'01 10',2,2,TSSA
6754.0,'10',0.151,'01 10',2,2,TSSA
6755.0,'01',0.821,'01 10',2,2,TSSA
6755.0,'10',0.179,'01 10',2,2,TSSA
6756.0,'01',0.015,'01 10',2,2,TSSA
6756.0,'10',0.985,'01 10',2,2,TSSA
6757.0,'01',0.581,'01 10',2,2,TSSA
6757.0,'10',0.419,'01 10',2,2,TSSA
6758.0,'01',0.394,'01 10',2,2,TSSA
6758.0,'10',0.606,'01 10',2,2,TSSA
6759.0,'01',0.759,'01 10',2,2,TSSA
6759.0,'10',0.241,'01 10',2,2,TSSA
6760.0,'01',0.952,'01 10',2,2,TSSA
6760.0,'10',0.048,'01 10',2,2,TSSA
6761.0,'01',0.03,'01 10',2,2,TSSA
6761.0,'10',0.97,'01 10',2,2,TSSA
6762.0,'01',1.0,'01',1,2,TSSA
6763.0,'10',1.0,'10',1,2,TSSA
6764.0,'10',1.0,'10',1,2,TSSA
6765.0,'10',1.0,'10',1,2,TSSA
6766.0,'01',0.249,'01 10',2,2,TSSA
6766.0,'10',0.751,'01 10',2,2,TSSA
6767.0,'01',0.203,'01 10',2,2,TSSA
6767.0,'10',0.797,'01 10',2,2,TSSA
6768.0,'01',0.918,'01 10',2,2,TSSA
6768.0,'10',0.082,'01 10',2,2,TSSA
6769.0,'01',0.984,'01 10',2,2,TSSA
6769.0,'10',0.016,'01 10',2,2,TSSA
6770.0,'00',0.006,'00 01 10',3,2,TSSA
6770.0,'01',0.871,'00 01 10',3,2,TSSA
6770.0,'10',0.123,'00 01 10',3,2,TSSA
6771.0,'01',0.953,'01 10',2,2,TSSA
6771.0,'10',0.047,'01 10',2,2,TSSA
6772.0,'01',0.972,'01 10',2,2,TSSA
6772.0,'10',0.028,'01 10',2,2,TSSA
6773.0,'01',0.113,'01 10',2,2,TSSA
6773.0,'10',0.887,'01 10',2,2,TSSA
6774.0,'01',1.0,'01',1,2,TSSA
6775.0,'00',0.7387387387387387,'00 10',2,2,TSSA
6775.0,'10',0.26126126126126126,'00 10',2,2,TSSA
6776.0,'10',1.0,'10',1,2,TSSA
6777.0,'01',0.006,'01 10',2,2,TSSA
6777.0,'10',0.994,'01 10',2,2,TSSA
6778.0,'00',0.961,'00 10',2,2,TSSA
6778.0,'10',0.039,'00 10',2,2,TSSA
6779.0,'01',1.0,'01',1,2,TSSA
6780.0,'10',1.0,'10',1,2,TSSA
6781.0,'10',1.0,'10',1,2,TSSA
6782.0,'01',1.0,'01',1,2,TSSA
6783.0,'01',0.009,'01 10',2,2,TSSA
6783.0,'10',0.991,'01 10',2,2,TSSA
6784.0,'01',0.219,'01 10',2,2,TSSA
6784.0,'10',0.781,'01 10',2,2,TSSA
6785.0,'01',0.672,'01 10',2,2,TSSA
6785.0,'10',0.328,'01 10',2,2,TSSA
6786.0,'10',1.0,'10',1,2,TSSA
6787.0,'01',0.108,'01 10',2,2,TSSA
6787.0,'10',0.892,'01 10',2,2,TSSA
6788.0,'10',1.0,'10',1,2,TSSA
6789.0,'01',0.996,'01 10',2,2,TSSA
6789.0,'10',0.004,'01 10',2,2,TSSA
6790.0,'01',0.903,'01 10',2,2,TSSA
6790.0,'10',0.097,'01 10',2,2,TSSA
6791.0,'10',1.0,'10',1,2,TSSA
6792.0,'01',0.457,'01 10',2,2,TSSA
6792.0,'10',0.543,'01 10',2,2,TSSA
6793.0,'00',0.252,'00 01',2,2,TSSA
6793.0,'01',0.748,'00 01',2,2,TSSA
6794.0,'01',0.421,'01 10',2,2,TSSA
6794.0,'10',0.579,'01 10',2,2,TSSA
6795.0,'01',0.806,'01 10',2,2,TSSA
6795.0,'10',0.194,'01 10',2,2,TSSA
6796.0,'01',0.03,'01 10',2,2,TSSA
6796.0,'10',0.97,'01 10',2,2,TSSA
6797.0,'01',0.295,'01 10',2,2,TSSA
6797.0,'10',0.705,'01 10',2,2,TSSA
6798.0,'01',0.936,'01 10',2,2,TSSA
6798.0,'10',0.064,'01 10',2,2,TSSA
6799.0,'01',0.017,'01 10',2,2,TSSA
6799.0,'10',0.983,'01 10',2,2,TSSA
6800.0,'01',0.052,'01 10',2,2,TSSA
6800.0,'10',0.948,'01 10',2,2,TSSA
6801.0,'01',0.609,'01 10',2,2,TSSA
6801.0,'10',0.391,'01 10',2,2,TSSA
6802.0,'00',0.306,'00 10',2,2,TSSA
6802.0,'10',0.694,'00 10',2,2,TSSA
6803.0,'01',0.691,'01 10',2,2,TSSA
6803.0,'10',0.309,'01 10',2,2,TSSA
6804.0,'01',0.982,'01 10',2,2,TSSA
6804.0,'10',0.018,'01 10',2,2,TSSA
6805.0,'01',0.996,'01 10',2,2,TSSA
6805.0,'10',0.004,'01 10',2,2,TSSA
6806.0,'10',1.0,'10',1,2,TSSA
6807.0,'00',0.321,'00 01 10',3,2,TSSA
6807.0,'01',0.354,'00 01 10',3,2,TSSA
6807.0,'10',0.325,'00 01 10',3,2,TSSA
6808.0,'00',0.003,'00 01 10',3,2,TSSA
6808.0,'01',0.35,'00 01 10',3,2,TSSA
6808.0,'10',0.647,'00 01 10',3,2,TSSA
6809.0,'01',0.383,'01 10',2,2,TSSA
6809.0,'10',0.617,'01 10',2,2,TSSA
6810.0,'10',1.0,'10',1,2,TSSA
6811.0,'01',0.649,'01 10',2,2,TSSA
6811.0,'10',0.351,'01 10',2,2,TSSA
6812.0,'01',0.256,'01 10',2,2,TSSA
6812.0,'10',0.744,'01 10',2,2,TSSA
6813.0,'01',0.582,'01 10',2,2,TSSA
6813.0,'10',0.418,'01 10',2,2,TSSA
6814.0,'10',1.0,'10',1,2,TSSA
6815.0,'01',0.814,'01 10',2,2,TSSA
6815.0,'10',0.186,'01 10',2,2,TSSA
6816.0,'01',0.139,'01 10',2,2,TSSA
6816.0,'10',0.861,'01 10',2,2,TSSA
6817.0,'01',0.999,'01 10',2,2,TSSA
6817.0,'10',0.001,'01 10',2,2,TSSA
6818.0,'00',0.036,'00 01 10',3,2,TSSA
6818.0,'01',0.771,'00 01 10',3,2,TSSA
6818.0,'10',0.193,'00 01 10',3,2,TSSA
6819.0,'01',0.673,'01 10',2,2,TSSA
6819.0,'10',0.327,'01 10',2,2,TSSA
6820.0,'00',0.823,'00 10',2,2,TSSA
6820.0,'10',0.177,'00 10',2,2,TSSA
6821.0,'01',0.056,'01 10',2,2,TSSA
6821.0,'10',0.944,'01 10',2,2,TSSA
6822.0,'01',0.238,'01 10',2,2,TSSA
6822.0,'10',0.762,'01 10',2,2,TSSA
6823.0,'01',1.0,'01',1,2,TSSA
6824.0,'01',1.0,'01',1,2,TSSA
6825.0,'10',1.0,'10',1,2,TSSA
6826.0,'00',0.106,'00 01',2,2,TSSA
6826.0,'01',0.894,'00 01',2,2,TSSA
6827.0,'01',0.905,'01 10',2,2,TSSA
6827.0,'10',0.095,'01 10',2,2,TSSA
6828.0,'01',0.907,'01 10',2,2,TSSA
6828.0,'10',0.093,'01 10',2,2,TSSA
6829.0,'01',0.766,'01 10',2,2,TSSA
6829.0,'10',0.234,'01 10',2,2,TSSA
6830.0,'01',1.0,'01',1,2,TSSA
6831.0,'01',0.109,'01 10',2,2,TSSA
6831.0,'10',0.891,'01 10',2,2,TSSA
6832.0,'00',0.047,'00 10',2,2,TSSA
6832.0,'10',0.953,'00 10',2,2,TSSA
6833.0,'01',1.0,'01',1,2,TSSA
6834.0,'10',1.0,'10',1,2,TSSA
6835.0,'00',0.196,'00 01',2,2,TSSA
6835.0,'01',0.804,'00 01',2,2,TSSA
6836.0,'00',0.03,'00 01 10',3,2,TSSA
6836.0,'01',0.074,'00 01 10',3,2,TSSA
6836.0,'10',0.896,'00 01 10',3,2,TSSA
6837.0,'10',1.0,'10',1,2,TSSA
6838.0,'01',0.993,'01 10',2,2,TSSA
6838.0,'10',0.007,'01 10',2,2,TSSA
6839.0,'01',0.413,'01 10',2,2,TSSA
6839.0,'10',0.587,'01 10',2,2,TSSA
6840.0,'01',0.052,'01 10',2,2,TSSA
6840.0,'10',0.948,'01 10',2,2,TSSA
6841.0,'01',0.462,'01 10',2,2,TSSA
6841.0,'10',0.538,'01 10',2,2,TSSA
6842.0,'01',0.622,'01 10',2,2,TSSA
6842.0,'10',0.378,'01 10',2,2,TSSA
6843.0,'01',0.7,'01 10',2,2,TSSA
6843.0,'10',0.3,'01 10',2,2,TSSA
6844.0,'10',1.0,'10',1,2,TSSA
6845.0,'01',0.193,'01 10',2,2,TSSA
6845.0,'10',0.807,'01 10',2,2,TSSA
6846.0,'01',0.001,'01 10',2,2,TSSA
6846.0,'10',0.999,'01 10',2,2,TSSA
6847.0,'01',0.321,'01 10',2,2,TSSA
6847.0,'10',0.679,'01 10',2,2,TSSA
6848.0,'01',0.965,'01 10',2,2,TSSA
6848.0,'10',0.035,'01 10',2,2,TSSA
6849.0,'00',0.001,'00 01 10',3,2,TSSA
6849.0,'01',0.659,'00 01 10',3,2,TSSA
6849.0,'10',0.34,'00 01 10',3,2,TSSA
6850.0,'01',0.114,'01 10',2,2,TSSA
6850.0,'10',0.886,'01 10',2,2,TSSA
6851.0,'01',0.228,'01 10',2,2,TSSA
6851.0,'10',0.772,'01 10',2,2,TSSA
6852.0,'00',0.198,'00 10',2,2,TSSA
6852.0,'10',0.802,'00 10',2,2,TSSA
6853.0,'01',0.945,'01 10',2,2,TSSA
6853.0,'10',0.055,'01 10',2,2,TSSA
6854.0,'01',0.924,'01 10',2,2,TSSA
6854.0,'10',0.076,'01 10',2,2,TSSA
6855.0,'01',0.035,'01 10',2,2,TSSA
6855.0,'10',0.965,'01 10',2,2,TSSA
6856.0,'01',0.171,'01 10',2,2,TSSA
6856.0,'10',0.829,'01 10',2,2,TSSA
6857.0,'01',0.486,'01 10',2,2,TSSA
6857.0,'10',0.514,'01 10',2,2,TSSA
6858.0,'01',0.822,'01 10',2,2,TSSA
6858.0,'10',0.178,'01 10',2,2,TSSA
6859.0,'01',0.021,'01 10',2,2,TSSA
6859.0,'10',0.979,'01 10',2,2,TSSA
6860.0,'01',0.358,'01 10',2,2,TSSA
6860.0,'10',0.642,'01 10',2,2,TSSA
6861.0,'00',0.011,'00 01 10',3,2,TSSA
6861.0,'01',0.183,'00 01 10',3,2,TSSA
6861.0,'10',0.806,'00 01 10',3,2,TSSA
6862.0,'01',0.572,'01 10',2,2,TSSA
6862.0,'10',0.428,'01 10',2,2,TSSA
6863.0,'00',0.02,'00 01 10',3,2,TSSA
6863.0,'01',0.963,'00 01 10',3,2,TSSA
6863.0,'10',0.017,'00 01 10',3,2,TSSA
6864.0,'10',1.0,'10',1,2,TSSA
6865.0,'01',0.043,'01 10',2,2,TSSA
6865.0,'10',0.957,'01 10',2,2,TSSA
6866.0,'00',0.042,'00 01 10',3,2,TSSA
6866.0,'01',0.045,'00 01 10',3,2,TSSA
6866.0,'10',0.913,'00 01 10',3,2,TSSA
6867.0,'10',1.0,'10',1,2,TSSA
6868.0,'01',0.716,'01 10',2,2,TSSA
6868.0,'10',0.284,'01 10',2,2,TSSA
6869.0,'01',0.921,'01 10',2,2,TSSA
6869.0,'10',0.079,'01 10',2,2,TSSA
6870.0,'00',0.024,'00 01 10',3,2,TSSA
6870.0,'01',0.903,'00 01 10',3,2,TSSA
6870.0,'10',0.073,'00 01 10',3,2,TSSA
6871.0,'01',0.871,'01 10',2,2,TSSA
6871.0,'10',0.129,'01 10',2,2,TSSA
6872.0,'00',0.001,'00 01 10',3,2,TSSA
6872.0,'01',0.156,'00 01 10',3,2,TSSA
6872.0,'10',0.843,'00 01 10',3,2,TSSA
6873.0,'01',1.0,'01',1,2,TSSA
6874.0,'00',0.016,'00 01 10',3,2,TSSA
6874.0,'01',0.898,'00 01 10',3,2,TSSA
6874.0,'10',0.086,'00 01 10',3,2,TSSA
6875.0,'01',0.765,'01 10',2,2,TSSA
6875.0,'10',0.235,'01 10',2,2,TSSA
6876.0,'01',0.951,'01 10',2,2,TSSA
6876.0,'10',0.049,'01 10',2,2,TSSA
6877.0,'01',0.966,'01 10',2,2,TSSA
6877.0,'10',0.034,'01 10',2,2,TSSA
6878.0,'01',0.994,'01 10',2,2,TSSA
6878.0,'10',0.006,'01 10',2,2,TSSA
6879.0,'01',0.028,'01 10',2,2,TSSA
6879.0,'10',0.972,'01 10',2,2,TSSA
6880.0,'01',0.05,'01 10',2,2,TSSA
6880.0,'10',0.95,'01 10',2,2,TSSA
6881.0,'01',0.032,'01 10',2,2,TSSA
6881.0,'10',0.968,'01 10',2,2,TSSA
6882.0,'01',0.993,'01 10',2,2,TSSA
6882.0,'10',0.007,'01 10',2,2,TSSA
6883.0,'10',1.0,'10',1,2,TSSA
6884.0,'01',0.015,'01 10',2,2,TSSA
6884.0,'10',0.985,'01 10',2,2,TSSA
6885.0,'01',0.194,'01 10',2,2,TSSA
6885.0,'10',0.806,'01 10',2,2,TSSA
6886.0,'10',1.0,'10',1,2,TSSA
6887.0,'10',1.0,'10',1,2,TSSA
6888.0,'01',0.959,'01 10',2,2,TSSA
6888.0,'10',0.041,'01 10',2,2,TSSA
6889.0,'01',0.031,'01 10',2,2,TSSA
6889.0,'10',0.969,'01 10',2,2,TSSA
6890.0,'01',0.776,'01 10',2,2,TSSA
6890.0,'10',0.224,'01 10',2,2,TSSA
6891.0,'10',1.0,'10',1,2,TSSA
6892.0,'01',0.111,'01 10',2,2,TSSA
6892.0,'10',0.889,'01 10',2,2,TSSA
6893.0,'01',0.069,'01 10',2,2,TSSA
6893.0,'10',0.931,'01 10',2,2,TSSA
6894.0,'01',0.167,'01 10',2,2,TSSA
6894.0,'10',0.833,'01 10',2,2,TSSA
6895.0,'01',0.061,'01 10',2,2,TSSA
6895.0,'10',0.939,'01 10',2,2,TSSA
6896.0,'01',1.0,'01',1,2,TSSA
6897.0,'01',0.924,'01 10',2,2,TSSA
6897.0,'10',0.076,'01 10',2,2,TSSA
6898.0,'01',0.027,'01 10',2,2,TSSA
6898.0,'10',0.973,'01 10',2,2,TSSA
6899.0,'01',0.916,'01 10',2,2,TSSA
6899.0,'10',0.084,'01 10',2,2,TSSA
6900.0,'10',1.0,'10',1,2,TSSA
6901.0,'01',0.052,'01 10',2,2,TSSA
6901.0,'10',0.948,'01 10',2,2,TSSA
6902.0,'00',0.215,'00 10',2,2,TSSA
6902.0,'10',0.785,'00 10',2,2,TSSA
6903.0,'00',1.0,'00',1,2,TSSA
6904.0,'01',0.941,'01 10',2,2,TSSA
6904.0,'10',0.059,'01 10',2,2,TSSA
6905.0,'01',0.034,'01 10',2,2,TSSA
6905.0,'10',0.966,'01 10',2,2,TSSA
6906.0,'01',0.851,'01 10',2,2,TSSA
6906.0,'10',0.149,'01 10',2,2,TSSA
6907.0,'01',0.617,'01 10',2,2,TSSA
6907.0,'10',0.383,'01 10',2,2,TSSA
6908.0,'01',0.238,'01 10',2,2,TSSA
6908.0,'10',0.762,'01 10',2,2,TSSA
6909.0,'01',0.001,'01 10',2,2,TSSA
6909.0,'10',0.999,'01 10',2,2,TSSA
6910.0,'01',1.0,'01',1,2,TSSA
6911.0,'01',0.669,'01 10',2,2,TSSA
6911.0,'10',0.331,'01 10',2,2,TSSA
6912.0,'10',1.0,'10',1,2,TSSA
6913.0,'01',0.392,'01 10',2,2,TSSA
6913.0,'10',0.608,'01 10',2,2,TSSA
6914.0,'01',1.0,'01',1,2,TSSA
6915.0,'01',0.155,'01 10',2,2,TSSA
6915.0,'10',0.845,'01 10',2,2,TSSA
6916.0,'01',0.904,'01 10',2,2,TSSA
6916.0,'10',0.096,'01 10',2,2,TSSA
6917.0,'01',0.178,'01 10',2,2,TSSA
6917.0,'10',0.822,'01 10',2,2,TSSA
6918.0,'01',0.945,'01 10',2,2,TSSA
6918.0,'10',0.055,'01 10',2,2,TSSA
6919.0,'01',0.076,'01 10',2,2,TSSA
6919.0,'10',0.924,'01 10',2,2,TSSA
6920.0,'01',0.136,'01 10',2,2,TSSA
6920.0,'10',0.864,'01 10',2,2,TSSA
6921.0,'01',0.978,'01 10',2,2,TSSA
6921.0,'10',0.022,'01 10',2,2,TSSA
6922.0,'01',0.521,'01 10',2,2,TSSA
6922.0,'10',0.479,'01 10',2,2,TSSA
6923.0,'00',0.451,'00 01',2,2,TSSA
6923.0,'01',0.549,'00 01',2,2,TSSA
6924.0,'01',0.908,'01 10',2,2,TSSA
6924.0,'10',0.092,'01 10',2,2,TSSA
6925.0,'01',1.0,'01',1,2,TSSA
6926.0,'01',0.74,'01 10',2,2,TSSA
6926.0,'10',0.26,'01 10',2,2,TSSA
6927.0,'01',0.851,'01 10',2,2,TSSA
6927.0,'10',0.149,'01 10',2,2,TSSA
6928.0,'00',0.714,'00 10',2,2,TSSA
6928.0,'10',0.286,'00 10',2,2,TSSA
6929.0,'10',1.0,'10',1,2,TSSA
6930.0,'00',0.034,'00 10',2,2,TSSA
6930.0,'10',0.966,'00 10',2,2,TSSA
6931.0,'01',0.179,'01 10',2,2,TSSA
6931.0,'10',0.821,'01 10',2,2,TSSA
6932.0,'10',1.0,'10',1,2,TSSA
6933.0,'01',0.037,'01 10',2,2,TSSA
6933.0,'10',0.963,'01 10',2,2,TSSA
6934.0,'01',0.964,'01 10',2,2,TSSA
6934.0,'10',0.036,'01 10',2,2,TSSA
6935.0,'01',0.048,'01 10',2,2,TSSA
6935.0,'10',0.952,'01 10',2,2,TSSA
6936.0,'01',0.904,'01 10',2,2,TSSA
6936.0,'10',0.096,'01 10',2,2,TSSA
6937.0,'10',1.0,'10',1,2,TSSA
6938.0,'01',0.896,'01 10',2,2,TSSA
6938.0,'10',0.104,'01 10',2,2,TSSA
6939.0,'01',0.838,'01 10',2,2,TSSA
6939.0,'10',0.162,'01 10',2,2,TSSA
6940.0,'01',1.0,'01',1,2,TSSA
6941.0,'01',0.077,'01 11',2,2,TSSA
6941.0,'11',0.923,'01 11',2,2,TSSA
6942.0,'01',0.128,'01 10',2,2,TSSA
6942.0,'10',0.872,'01 10',2,2,TSSA
6943.0,'01',0.933,'01 10',2,2,TSSA
6943.0,'10',0.067,'01 10',2,2,TSSA
6944.0,'00',0.124,'00 01',2,2,TSSA
6944.0,'01',0.876,'00 01',2,2,TSSA
