ParamNum,State,Frequency,MultiStableState,Stability Type,RepNum,Motif
1.0,'01',0.953,'01 10',2,1,TSSA
1.0,'10',0.047,'01 10',2,1,TSSA
2.0,'01',0.135,'01 10',2,1,TSSA
2.0,'10',0.865,'01 10',2,1,TSSA
3.0,'01',0.353,'01 10',2,1,TSSA
3.0,'10',0.647,'01 10',2,1,TSSA
4.0,'01',0.005,'01 10',2,1,TSSA
4.0,'10',0.995,'01 10',2,1,TSSA
5.0,'01',1.0,'01',1,1,TSSA
6.0,'01',1.0,'01',1,1,TSSA
7.0,'01',1.0,'01',1,1,TSSA
8.0,'00',0.002,'00 01 10',3,1,TSSA
8.0,'01',0.477,'00 01 10',3,1,TSSA
8.0,'10',0.521,'00 01 10',3,1,TSSA
9.0,'01',1.0,'01',1,1,TSSA
10.0,'01',0.908,'01 10',2,1,TSSA
10.0,'10',0.092,'01 10',2,1,TSSA
11.0,'01',0.983,'01 10',2,1,TSSA
11.0,'10',0.017,'01 10',2,1,TSSA
12.0,'01',0.975,'01 10',2,1,TSSA
12.0,'10',0.025,'01 10',2,1,TSSA
13.0,'00',0.218,'00 01 10',3,1,TSSA
13.0,'01',0.6,'00 01 10',3,1,TSSA
13.0,'10',0.182,'00 01 10',3,1,TSSA
14.0,'01',0.93,'01 10',2,1,TSSA
14.0,'10',0.07,'01 10',2,1,TSSA
15.0,'01',0.945,'01 10',2,1,TSSA
15.0,'10',0.055,'01 10',2,1,TSSA
16.0,'01',0.147,'01 10',2,1,TSSA
16.0,'10',0.853,'01 10',2,1,TSSA
17.0,'01',0.255,'01 10',2,1,TSSA
17.0,'10',0.745,'01 10',2,1,TSSA
18.0,'01',0.048,'01 10',2,1,TSSA
18.0,'10',0.952,'01 10',2,1,TSSA
19.0,'01',0.1931931931931932,'01 10',2,1,TSSA
19.0,'10',0.8068068068068068,'01 10',2,1,TSSA
20.0,'10',1.0,'10',1,1,TSSA
21.0,'01',1.0,'01',1,1,TSSA
22.0,'01',0.077,'01 10',2,1,TSSA
22.0,'10',0.923,'01 10',2,1,TSSA
23.0,'00',0.194,'00 01',2,1,TSSA
23.0,'01',0.806,'00 01',2,1,TSSA
24.0,'00',0.218,'00 01 10',3,1,TSSA
24.0,'01',0.758,'00 01 10',3,1,TSSA
24.0,'10',0.024,'00 01 10',3,1,TSSA
25.0,'01',0.909,'01 10',2,1,TSSA
25.0,'10',0.091,'01 10',2,1,TSSA
26.0,'00',0.002,'00 01 10',3,1,TSSA
26.0,'01',0.219,'00 01 10',3,1,TSSA
26.0,'10',0.779,'00 01 10',3,1,TSSA
27.0,'01',0.089,'01 10',2,1,TSSA
27.0,'10',0.911,'01 10',2,1,TSSA
28.0,'01',0.852,'01 10',2,1,TSSA
28.0,'10',0.148,'01 10',2,1,TSSA
29.0,'10',1.0,'10',1,1,TSSA
30.0,'01',0.008,'01 10',2,1,TSSA
30.0,'10',0.992,'01 10',2,1,TSSA
31.0,'01',0.091,'01 10',2,1,TSSA
31.0,'10',0.909,'01 10',2,1,TSSA
32.0,'01',0.093,'01 10',2,1,TSSA
32.0,'10',0.907,'01 10',2,1,TSSA
33.0,'01',0.838,'01 10',2,1,TSSA
33.0,'10',0.162,'01 10',2,1,TSSA
34.0,'01',0.965,'01 10',2,1,TSSA
34.0,'10',0.035,'01 10',2,1,TSSA
35.0,'01',0.059,'01 10',2,1,TSSA
35.0,'10',0.941,'01 10',2,1,TSSA
36.0,'01',0.124,'01 10',2,1,TSSA
36.0,'10',0.876,'01 10',2,1,TSSA
37.0,'10',1.0,'10',1,1,TSSA
38.0,'00',0.502,'00 01',2,1,TSSA
38.0,'01',0.498,'00 01',2,1,TSSA
39.0,'01',1.0,'01',1,1,TSSA
40.0,'01',0.394,'01 10',2,1,TSSA
40.0,'10',0.606,'01 10',2,1,TSSA
41.0,'01',0.942,'01 10',2,1,TSSA
41.0,'10',0.058,'01 10',2,1,TSSA
42.0,'10',1.0,'10',1,1,TSSA
43.0,'01',1.0,'01',1,1,TSSA
44.0,'00',0.049,'00 10',2,1,TSSA
44.0,'10',0.951,'00 10',2,1,TSSA
45.0,'01',1.0,'01',1,1,TSSA
46.0,'01',0.08,'01 10',2,1,TSSA
46.0,'10',0.92,'01 10',2,1,TSSA
47.0,'01',0.97,'01 10',2,1,TSSA
47.0,'10',0.03,'01 10',2,1,TSSA
48.0,'01',0.116,'01 10',2,1,TSSA
48.0,'10',0.884,'01 10',2,1,TSSA
49.0,'01',0.106,'01 10',2,1,TSSA
49.0,'10',0.894,'01 10',2,1,TSSA
50.0,'01',0.825,'01 10',2,1,TSSA
50.0,'10',0.175,'01 10',2,1,TSSA
51.0,'10',1.0,'10',1,1,TSSA
52.0,'01',0.653,'01 10',2,1,TSSA
52.0,'10',0.347,'01 10',2,1,TSSA
53.0,'01',0.188,'01 10',2,1,TSSA
53.0,'10',0.812,'01 10',2,1,TSSA
54.0,'01',0.233,'01 10',2,1,TSSA
54.0,'10',0.767,'01 10',2,1,TSSA
55.0,'00',0.021,'00 01 10',3,1,TSSA
55.0,'01',0.379,'00 01 10',3,1,TSSA
55.0,'10',0.6,'00 01 10',3,1,TSSA
56.0,'01',0.228,'01 10',2,1,TSSA
56.0,'10',0.772,'01 10',2,1,TSSA
57.0,'01',0.981,'01 10',2,1,TSSA
57.0,'10',0.019,'01 10',2,1,TSSA
58.0,'00',0.087,'00 01 10',3,1,TSSA
58.0,'01',0.014,'00 01 10',3,1,TSSA
58.0,'10',0.899,'00 01 10',3,1,TSSA
59.0,'01',0.722,'01 10',2,1,TSSA
59.0,'10',0.278,'01 10',2,1,TSSA
60.0,'01',0.979,'01 10',2,1,TSSA
60.0,'10',0.021,'01 10',2,1,TSSA
61.0,'01',0.941,'01 10',2,1,TSSA
61.0,'10',0.059,'01 10',2,1,TSSA
62.0,'01',0.95,'01 10',2,1,TSSA
62.0,'10',0.05,'01 10',2,1,TSSA
63.0,'01',1.0,'01',1,1,TSSA
64.0,'01',0.897,'01 10',2,1,TSSA
64.0,'10',0.103,'01 10',2,1,TSSA
65.0,'01',0.069,'01 10',2,1,TSSA
65.0,'10',0.931,'01 10',2,1,TSSA
66.0,'00',0.001,'00 01 10',3,1,TSSA
66.0,'01',0.212,'00 01 10',3,1,TSSA
66.0,'10',0.787,'00 01 10',3,1,TSSA
67.0,'01',0.104,'01 10',2,1,TSSA
67.0,'10',0.896,'01 10',2,1,TSSA
68.0,'10',1.0,'10',1,1,TSSA
69.0,'01',1.0,'01',1,1,TSSA
70.0,'01',0.967,'01 10',2,1,TSSA
70.0,'10',0.033,'01 10',2,1,TSSA
71.0,'00',0.002,'00 01 10',3,1,TSSA
71.0,'01',0.191,'00 01 10',3,1,TSSA
71.0,'10',0.807,'00 01 10',3,1,TSSA
72.0,'01',0.119,'01 10',2,1,TSSA
72.0,'10',0.881,'01 10',2,1,TSSA
73.0,'10',1.0,'10',1,1,TSSA
74.0,'01',0.736,'01 10',2,1,TSSA
74.0,'10',0.264,'01 10',2,1,TSSA
75.0,'01',0.925,'01 10',2,1,TSSA
75.0,'10',0.075,'01 10',2,1,TSSA
76.0,'01',0.32,'01 10',2,1,TSSA
76.0,'10',0.68,'01 10',2,1,TSSA
77.0,'00',0.11711711711711711,'00 01 10',3,1,TSSA
77.0,'01',0.8408408408408409,'00 01 10',3,1,TSSA
77.0,'10',0.042042042042042045,'00 01 10',3,1,TSSA
78.0,'01',0.657,'01 10',2,1,TSSA
78.0,'10',0.343,'01 10',2,1,TSSA
79.0,'00',1.0,'00',1,1,TSSA
80.0,'01',0.984,'01 10',2,1,TSSA
80.0,'10',0.016,'01 10',2,1,TSSA
81.0,'01',1.0,'01',1,1,TSSA
82.0,'01',0.657,'01 10',2,1,TSSA
82.0,'10',0.343,'01 10',2,1,TSSA
83.0,'01',0.429,'01 10',2,1,TSSA
83.0,'10',0.571,'01 10',2,1,TSSA
84.0,'01',0.351,'01 10',2,1,TSSA
84.0,'10',0.649,'01 10',2,1,TSSA
85.0,'01',0.717,'01 10',2,1,TSSA
85.0,'10',0.283,'01 10',2,1,TSSA
86.0,'10',1.0,'10',1,1,TSSA
87.0,'01',0.075,'01 10',2,1,TSSA
87.0,'10',0.925,'01 10',2,1,TSSA
88.0,'01',0.114,'01 10',2,1,TSSA
88.0,'10',0.886,'01 10',2,1,TSSA
89.0,'01',0.094,'01 10',2,1,TSSA
89.0,'10',0.906,'01 10',2,1,TSSA
90.0,'01',0.204,'01 10',2,1,TSSA
90.0,'10',0.796,'01 10',2,1,TSSA
91.0,'01',0.354,'01 10',2,1,TSSA
91.0,'10',0.646,'01 10',2,1,TSSA
92.0,'01',0.192,'01 10',2,1,TSSA
92.0,'10',0.808,'01 10',2,1,TSSA
93.0,'01',1.0,'01',1,1,TSSA
94.0,'00',0.692,'00 01',2,1,TSSA
94.0,'01',0.308,'00 01',2,1,TSSA
95.0,'10',1.0,'10',1,1,TSSA
96.0,'01',0.109,'01 10',2,1,TSSA
96.0,'10',0.891,'01 10',2,1,TSSA
97.0,'01',0.978,'01 10',2,1,TSSA
97.0,'10',0.022,'01 10',2,1,TSSA
98.0,'01',1.0,'01',1,1,TSSA
99.0,'10',1.0,'10',1,1,TSSA
100.0,'01',0.859,'01 10',2,1,TSSA
100.0,'10',0.141,'01 10',2,1,TSSA
101.0,'01',0.941,'01 10',2,1,TSSA
101.0,'10',0.059,'01 10',2,1,TSSA
102.0,'01',0.882,'01 10',2,1,TSSA
102.0,'10',0.118,'01 10',2,1,TSSA
103.0,'01',0.116,'01 10',2,1,TSSA
103.0,'10',0.884,'01 10',2,1,TSSA
104.0,'01',0.014,'01 10',2,1,TSSA
104.0,'10',0.986,'01 10',2,1,TSSA
105.0,'01',0.841,'01 10',2,1,TSSA
105.0,'10',0.159,'01 10',2,1,TSSA
106.0,'00',0.003,'00 01 10',3,1,TSSA
106.0,'01',0.093,'00 01 10',3,1,TSSA
106.0,'10',0.904,'00 01 10',3,1,TSSA
107.0,'01',0.766,'01 10',2,1,TSSA
107.0,'10',0.234,'01 10',2,1,TSSA
108.0,'01',0.763,'01 10',2,1,TSSA
108.0,'10',0.237,'01 10',2,1,TSSA
109.0,'01',1.0,'01',1,1,TSSA
110.0,'01',0.962,'01 10',2,1,TSSA
110.0,'10',0.038,'01 10',2,1,TSSA
111.0,'00',0.104,'00 01 10',3,1,TSSA
111.0,'01',0.191,'00 01 10',3,1,TSSA
111.0,'10',0.705,'00 01 10',3,1,TSSA
112.0,'01',0.962,'01 10',2,1,TSSA
112.0,'10',0.038,'01 10',2,1,TSSA
113.0,'01',0.922,'01 10',2,1,TSSA
113.0,'10',0.078,'01 10',2,1,TSSA
114.0,'01',0.096,'01 10',2,1,TSSA
114.0,'10',0.904,'01 10',2,1,TSSA
115.0,'01',0.913,'01 10',2,1,TSSA
115.0,'10',0.087,'01 10',2,1,TSSA
116.0,'10',1.0,'10',1,1,TSSA
117.0,'01',0.966,'01 10',2,1,TSSA
117.0,'10',0.034,'01 10',2,1,TSSA
118.0,'01',0.777,'01 10',2,1,TSSA
118.0,'10',0.223,'01 10',2,1,TSSA
119.0,'10',1.0,'10',1,1,TSSA
120.0,'10',1.0,'10',1,1,TSSA
121.0,'01',0.151,'01 10',2,1,TSSA
121.0,'10',0.849,'01 10',2,1,TSSA
122.0,'01',0.129,'01 10',2,1,TSSA
122.0,'10',0.871,'01 10',2,1,TSSA
123.0,'01',0.855,'01 10',2,1,TSSA
123.0,'10',0.145,'01 10',2,1,TSSA
124.0,'00',0.002,'00 01 10',3,1,TSSA
124.0,'01',0.786,'00 01 10',3,1,TSSA
124.0,'10',0.212,'00 01 10',3,1,TSSA
125.0,'01',0.017,'01 10',2,1,TSSA
125.0,'10',0.983,'01 10',2,1,TSSA
126.0,'00',0.001,'00 01 10',3,1,TSSA
126.0,'01',0.74,'00 01 10',3,1,TSSA
126.0,'10',0.259,'00 01 10',3,1,TSSA
127.0,'01',0.008,'01 10',2,1,TSSA
127.0,'10',0.992,'01 10',2,1,TSSA
128.0,'01',0.984,'01 10',2,1,TSSA
128.0,'10',0.016,'01 10',2,1,TSSA
129.0,'00',0.069,'00 01 10',3,1,TSSA
129.0,'01',0.909,'00 01 10',3,1,TSSA
129.0,'10',0.022,'00 01 10',3,1,TSSA
130.0,'01',0.788,'01 10',2,1,TSSA
130.0,'10',0.212,'01 10',2,1,TSSA
131.0,'01',0.715,'01 10',2,1,TSSA
131.0,'10',0.285,'01 10',2,1,TSSA
132.0,'00',0.921,'00 01 10',3,1,TSSA
132.0,'01',0.04,'00 01 10',3,1,TSSA
132.0,'10',0.039,'00 01 10',3,1,TSSA
133.0,'01',0.984,'01 10',2,1,TSSA
133.0,'10',0.016,'01 10',2,1,TSSA
134.0,'01',0.012,'01 10',2,1,TSSA
134.0,'10',0.988,'01 10',2,1,TSSA
135.0,'01',0.891,'01 10',2,1,TSSA
135.0,'10',0.109,'01 10',2,1,TSSA
136.0,'01',0.256,'01 10',2,1,TSSA
136.0,'10',0.744,'01 10',2,1,TSSA
137.0,'01',0.9419419419419419,'01 10',2,1,TSSA
137.0,'10',0.05805805805805806,'01 10',2,1,TSSA
138.0,'01',0.1,'01 10',2,1,TSSA
138.0,'10',0.9,'01 10',2,1,TSSA
139.0,'01',1.0,'01',1,1,TSSA
140.0,'01',0.882,'01 10',2,1,TSSA
140.0,'10',0.118,'01 10',2,1,TSSA
141.0,'01',0.935,'01 10',2,1,TSSA
141.0,'10',0.065,'01 10',2,1,TSSA
142.0,'01',0.814,'01 10',2,1,TSSA
142.0,'10',0.186,'01 10',2,1,TSSA
143.0,'01',0.928,'01 10',2,1,TSSA
143.0,'10',0.072,'01 10',2,1,TSSA
144.0,'01',1.0,'01',1,1,TSSA
145.0,'01',0.149,'01 10',2,1,TSSA
145.0,'10',0.851,'01 10',2,1,TSSA
146.0,'01',1.0,'01',1,1,TSSA
147.0,'01',0.385,'01 10',2,1,TSSA
147.0,'10',0.615,'01 10',2,1,TSSA
148.0,'10',1.0,'10',1,1,TSSA
149.0,'01',1.0,'01',1,1,TSSA
150.0,'01',0.893,'01 10',2,1,TSSA
150.0,'10',0.107,'01 10',2,1,TSSA
151.0,'10',1.0,'10',1,1,TSSA
152.0,'00',0.291,'00 01',2,1,TSSA
152.0,'01',0.709,'00 01',2,1,TSSA
153.0,'01',0.802,'01 10',2,1,TSSA
153.0,'10',0.198,'01 10',2,1,TSSA
154.0,'01',0.121,'01 10',2,1,TSSA
154.0,'10',0.879,'01 10',2,1,TSSA
155.0,'00',0.919,'00 01 10',3,1,TSSA
155.0,'01',0.031,'00 01 10',3,1,TSSA
155.0,'10',0.05,'00 01 10',3,1,TSSA
156.0,'01',0.296,'01 10',2,1,TSSA
156.0,'10',0.704,'01 10',2,1,TSSA
157.0,'10',1.0,'10',1,1,TSSA
158.0,'01',0.913,'01 10',2,1,TSSA
158.0,'10',0.087,'01 10',2,1,TSSA
159.0,'01',0.759,'01 10',2,1,TSSA
159.0,'10',0.241,'01 10',2,1,TSSA
160.0,'01',0.241,'01 10',2,1,TSSA
160.0,'10',0.759,'01 10',2,1,TSSA
161.0,'01',0.935,'01 10',2,1,TSSA
161.0,'10',0.065,'01 10',2,1,TSSA
162.0,'01',0.986,'01 10',2,1,TSSA
162.0,'10',0.014,'01 10',2,1,TSSA
163.0,'01',1.0,'01',1,1,TSSA
164.0,'01',0.153,'01 10',2,1,TSSA
164.0,'10',0.847,'01 10',2,1,TSSA
165.0,'01',0.436,'01 10',2,1,TSSA
165.0,'10',0.564,'01 10',2,1,TSSA
166.0,'10',1.0,'10',1,1,TSSA
167.0,'01',0.163,'01 10',2,1,TSSA
167.0,'10',0.837,'01 10',2,1,TSSA
168.0,'01',0.736,'01 10',2,1,TSSA
168.0,'10',0.264,'01 10',2,1,TSSA
169.0,'00',0.3281733746130031,'00 01',2,1,TSSA
169.0,'01',0.6718266253869969,'00 01',2,1,TSSA
170.0,'01',0.902,'01 10',2,1,TSSA
170.0,'10',0.098,'01 10',2,1,TSSA
171.0,'01',0.075,'01 10',2,1,TSSA
171.0,'10',0.925,'01 10',2,1,TSSA
172.0,'01',1.0,'01',1,1,TSSA
173.0,'01',0.94,'01 10',2,1,TSSA
173.0,'10',0.06,'01 10',2,1,TSSA
174.0,'00',0.991,'00 10',2,1,TSSA
174.0,'10',0.009,'00 10',2,1,TSSA
175.0,'00',0.002,'00 01 10',3,1,TSSA
175.0,'01',0.075,'00 01 10',3,1,TSSA
175.0,'10',0.923,'00 01 10',3,1,TSSA
176.0,'01',0.779,'01 10',2,1,TSSA
176.0,'10',0.221,'01 10',2,1,TSSA
177.0,'01',0.183,'01 10',2,1,TSSA
177.0,'10',0.817,'01 10',2,1,TSSA
178.0,'01',0.251,'01 10',2,1,TSSA
178.0,'10',0.749,'01 10',2,1,TSSA
179.0,'01',0.285,'01 10',2,1,TSSA
179.0,'10',0.715,'01 10',2,1,TSSA
180.0,'01',0.984,'01 10',2,1,TSSA
180.0,'10',0.016,'01 10',2,1,TSSA
181.0,'01',0.65,'01 10',2,1,TSSA
181.0,'10',0.35,'01 10',2,1,TSSA
182.0,'00',0.091,'00 01 10',3,1,TSSA
182.0,'01',0.112,'00 01 10',3,1,TSSA
182.0,'10',0.797,'00 01 10',3,1,TSSA
183.0,'01',0.114,'01 10',2,1,TSSA
183.0,'10',0.886,'01 10',2,1,TSSA
184.0,'01',0.028,'01 10',2,1,TSSA
184.0,'10',0.972,'01 10',2,1,TSSA
185.0,'01',0.042,'01 10',2,1,TSSA
185.0,'10',0.958,'01 10',2,1,TSSA
186.0,'00',0.143,'00 10',2,1,TSSA
186.0,'10',0.857,'00 10',2,1,TSSA
187.0,'00',0.049,'00 01',2,1,TSSA
187.0,'01',0.951,'00 01',2,1,TSSA
188.0,'01',0.089,'01 10',2,1,TSSA
188.0,'10',0.911,'01 10',2,1,TSSA
189.0,'01',0.01,'01 10',2,1,TSSA
189.0,'10',0.99,'01 10',2,1,TSSA
190.0,'01',0.14,'01 10',2,1,TSSA
190.0,'10',0.86,'01 10',2,1,TSSA
191.0,'00',0.655,'00 01 10',3,1,TSSA
191.0,'01',0.085,'00 01 10',3,1,TSSA
191.0,'10',0.26,'00 01 10',3,1,TSSA
192.0,'01',0.628,'01 10',2,1,TSSA
192.0,'10',0.372,'01 10',2,1,TSSA
193.0,'01',0.009,'01 10',2,1,TSSA
193.0,'10',0.991,'01 10',2,1,TSSA
194.0,'10',1.0,'10',1,1,TSSA
195.0,'01',0.812,'01 10',2,1,TSSA
195.0,'10',0.188,'01 10',2,1,TSSA
196.0,'01',0.056,'01 10',2,1,TSSA
196.0,'10',0.944,'01 10',2,1,TSSA
197.0,'01',0.453,'01 10',2,1,TSSA
197.0,'10',0.547,'01 10',2,1,TSSA
198.0,'01',1.0,'01',1,1,TSSA
199.0,'01',0.972,'01 10',2,1,TSSA
199.0,'10',0.028,'01 10',2,1,TSSA
200.0,'01',0.153,'01 10',2,1,TSSA
200.0,'10',0.847,'01 10',2,1,TSSA
201.0,'01',0.984,'01 10',2,1,TSSA
201.0,'10',0.016,'01 10',2,1,TSSA
202.0,'01',0.942,'01 10',2,1,TSSA
202.0,'10',0.058,'01 10',2,1,TSSA
203.0,'01',1.0,'01',1,1,TSSA
204.0,'01',0.613,'01 10',2,1,TSSA
204.0,'10',0.387,'01 10',2,1,TSSA
205.0,'01',0.517,'01 10',2,1,TSSA
205.0,'10',0.483,'01 10',2,1,TSSA
206.0,'10',1.0,'10',1,1,TSSA
207.0,'01',0.888,'01 10',2,1,TSSA
207.0,'10',0.112,'01 10',2,1,TSSA
208.0,'01',0.544,'01 10',2,1,TSSA
208.0,'10',0.456,'01 10',2,1,TSSA
209.0,'10',1.0,'10',1,1,TSSA
210.0,'01',0.439,'01 10',2,1,TSSA
210.0,'10',0.561,'01 10',2,1,TSSA
211.0,'00',0.965,'00 01 10',3,1,TSSA
211.0,'01',0.013,'00 01 10',3,1,TSSA
211.0,'10',0.022,'00 01 10',3,1,TSSA
212.0,'01',0.017,'01 10',2,1,TSSA
212.0,'10',0.983,'01 10',2,1,TSSA
213.0,'01',1.0,'01',1,1,TSSA
214.0,'01',0.074,'01 10',2,1,TSSA
214.0,'10',0.926,'01 10',2,1,TSSA
215.0,'10',1.0,'10',1,1,TSSA
216.0,'01',1.0,'01',1,1,TSSA
217.0,'01',0.424,'01 10',2,1,TSSA
217.0,'10',0.576,'01 10',2,1,TSSA
218.0,'00',0.9325699745547074,'00 01 10',3,1,TSSA
218.0,'01',0.04198473282442748,'00 01 10',3,1,TSSA
218.0,'10',0.02544529262086514,'00 01 10',3,1,TSSA
219.0,'01',0.868,'01 10',2,1,TSSA
219.0,'10',0.132,'01 10',2,1,TSSA
220.0,'01',0.061,'01 10',2,1,TSSA
220.0,'10',0.939,'01 10',2,1,TSSA
221.0,'00',1.0,'00',1,1,TSSA
222.0,'01',0.967,'01 10',2,1,TSSA
222.0,'10',0.033,'01 10',2,1,TSSA
223.0,'00',0.067,'00 10',2,1,TSSA
223.0,'10',0.933,'00 10',2,1,TSSA
224.0,'01',1.0,'01',1,1,TSSA
225.0,'10',1.0,'10',1,1,TSSA
226.0,'01',0.149,'01 10',2,1,TSSA
226.0,'10',0.851,'01 10',2,1,TSSA
227.0,'00',0.001,'00 01 10',3,1,TSSA
227.0,'01',0.969,'00 01 10',3,1,TSSA
227.0,'10',0.03,'00 01 10',3,1,TSSA
228.0,'01',1.0,'01',1,1,TSSA
229.0,'10',1.0,'10',1,1,TSSA
230.0,'01',0.624,'01 10',2,1,TSSA
230.0,'10',0.376,'01 10',2,1,TSSA
231.0,'01',0.799,'01 10',2,1,TSSA
231.0,'10',0.201,'01 10',2,1,TSSA
232.0,'01',0.831,'01 10',2,1,TSSA
232.0,'10',0.169,'01 10',2,1,TSSA
233.0,'01',0.752,'01 10',2,1,TSSA
233.0,'10',0.248,'01 10',2,1,TSSA
234.0,'00',0.001,'00 01 10',3,1,TSSA
234.0,'01',0.288,'00 01 10',3,1,TSSA
234.0,'10',0.711,'00 01 10',3,1,TSSA
235.0,'00',0.01,'00 01 10',3,1,TSSA
235.0,'01',0.847,'00 01 10',3,1,TSSA
235.0,'10',0.143,'00 01 10',3,1,TSSA
236.0,'01',0.99,'01 10',2,1,TSSA
236.0,'10',0.01,'01 10',2,1,TSSA
237.0,'00',0.796,'00 01 10',3,1,TSSA
237.0,'01',0.041,'00 01 10',3,1,TSSA
237.0,'10',0.163,'00 01 10',3,1,TSSA
238.0,'00',0.0035335689045936395,'00 01',2,1,TSSA
238.0,'01',0.9964664310954063,'00 01',2,1,TSSA
239.0,'01',0.693,'01 10',2,1,TSSA
239.0,'10',0.307,'01 10',2,1,TSSA
240.0,'01',0.689,'01 10',2,1,TSSA
240.0,'10',0.311,'01 10',2,1,TSSA
241.0,'01',0.08,'01 10',2,1,TSSA
241.0,'10',0.92,'01 10',2,1,TSSA
242.0,'01',1.0,'01',1,1,TSSA
243.0,'10',1.0,'10',1,1,TSSA
244.0,'10',1.0,'10',1,1,TSSA
245.0,'01',1.0,'01',1,1,TSSA
246.0,'01',0.693,'01 10',2,1,TSSA
246.0,'10',0.307,'01 10',2,1,TSSA
247.0,'00',0.006,'00 01 10',3,1,TSSA
247.0,'01',0.447,'00 01 10',3,1,TSSA
247.0,'10',0.547,'00 01 10',3,1,TSSA
248.0,'00',0.001,'00 01 10',3,1,TSSA
248.0,'01',0.706,'00 01 10',3,1,TSSA
248.0,'10',0.293,'00 01 10',3,1,TSSA
249.0,'01',0.307,'01 10',2,1,TSSA
249.0,'10',0.693,'01 10',2,1,TSSA
250.0,'01',0.334,'01 10',2,1,TSSA
250.0,'10',0.666,'01 10',2,1,TSSA
251.0,'01',0.478,'01 10',2,1,TSSA
251.0,'10',0.522,'01 10',2,1,TSSA
252.0,'00',0.002,'00 01 10',3,1,TSSA
252.0,'01',0.614,'00 01 10',3,1,TSSA
252.0,'10',0.384,'00 01 10',3,1,TSSA
253.0,'00',0.364,'00 10',2,1,TSSA
253.0,'10',0.636,'00 10',2,1,TSSA
254.0,'10',1.0,'10',1,1,TSSA
255.0,'00',0.241,'00 10',2,1,TSSA
255.0,'10',0.759,'00 10',2,1,TSSA
256.0,'10',1.0,'10',1,1,TSSA
257.0,'01',0.287,'01 10',2,1,TSSA
257.0,'10',0.713,'01 10',2,1,TSSA
258.0,'01',0.009,'01 10',2,1,TSSA
258.0,'10',0.991,'01 10',2,1,TSSA
259.0,'01',0.87,'01 10',2,1,TSSA
259.0,'10',0.13,'01 10',2,1,TSSA
260.0,'00',0.966,'00 01',2,1,TSSA
260.0,'01',0.034,'00 01',2,1,TSSA
261.0,'01',0.834,'01 10',2,1,TSSA
261.0,'10',0.166,'01 10',2,1,TSSA
262.0,'00',0.002,'00 01 10',3,1,TSSA
262.0,'01',0.635,'00 01 10',3,1,TSSA
262.0,'10',0.363,'00 01 10',3,1,TSSA
263.0,'01',0.63,'01 10',2,1,TSSA
263.0,'10',0.37,'01 10',2,1,TSSA
264.0,'01',1.0,'01',1,1,TSSA
265.0,'01',0.021,'01 10',2,1,TSSA
265.0,'10',0.979,'01 10',2,1,TSSA
266.0,'01',0.74,'01 10',2,1,TSSA
266.0,'10',0.26,'01 10',2,1,TSSA
267.0,'01',0.922,'01 10',2,1,TSSA
267.0,'10',0.078,'01 10',2,1,TSSA
268.0,'01',0.382,'01 10',2,1,TSSA
268.0,'10',0.618,'01 10',2,1,TSSA
269.0,'01',0.901,'01 10',2,1,TSSA
269.0,'10',0.099,'01 10',2,1,TSSA
270.0,'01',0.133,'01 10',2,1,TSSA
270.0,'10',0.867,'01 10',2,1,TSSA
271.0,'01',0.041,'01 10',2,1,TSSA
271.0,'10',0.959,'01 10',2,1,TSSA
272.0,'01',0.483,'01 10',2,1,TSSA
272.0,'10',0.517,'01 10',2,1,TSSA
273.0,'01',0.033,'01 10',2,1,TSSA
273.0,'10',0.967,'01 10',2,1,TSSA
274.0,'01',0.076,'01 10',2,1,TSSA
274.0,'10',0.924,'01 10',2,1,TSSA
275.0,'10',1.0,'10',1,1,TSSA
276.0,'01',0.45,'01 10',2,1,TSSA
276.0,'10',0.55,'01 10',2,1,TSSA
277.0,'01',0.852,'01 10',2,1,TSSA
277.0,'10',0.148,'01 10',2,1,TSSA
278.0,'01',0.796,'01 10',2,1,TSSA
278.0,'10',0.204,'01 10',2,1,TSSA
279.0,'01',0.964,'01 10',2,1,TSSA
279.0,'10',0.036,'01 10',2,1,TSSA
280.0,'01',0.089,'01 10',2,1,TSSA
280.0,'10',0.911,'01 10',2,1,TSSA
281.0,'00',0.917,'00 01',2,1,TSSA
281.0,'01',0.083,'00 01',2,1,TSSA
282.0,'00',0.028,'00 01 10',3,1,TSSA
282.0,'01',0.105,'00 01 10',3,1,TSSA
282.0,'10',0.867,'00 01 10',3,1,TSSA
283.0,'10',1.0,'10',1,1,TSSA
284.0,'01',0.036,'01 10',2,1,TSSA
284.0,'10',0.964,'01 10',2,1,TSSA
285.0,'01',0.209,'01 10',2,1,TSSA
285.0,'10',0.791,'01 10',2,1,TSSA
286.0,'01',0.686,'01 10',2,1,TSSA
286.0,'10',0.314,'01 10',2,1,TSSA
287.0,'01',1.0,'01',1,1,TSSA
288.0,'01',1.0,'01',1,1,TSSA
289.0,'01',0.089,'01 10',2,1,TSSA
289.0,'10',0.911,'01 10',2,1,TSSA
290.0,'01',0.567,'01 10',2,1,TSSA
290.0,'10',0.433,'01 10',2,1,TSSA
291.0,'01',1.0,'01',1,1,TSSA
292.0,'10',1.0,'10',1,1,TSSA
293.0,'01',1.0,'01',1,1,TSSA
294.0,'01',1.0,'01',1,1,TSSA
295.0,'00',0.965,'00 01',2,1,TSSA
