State,Fraction,RepNum,Motif
100111100000000,8.268444756581069e-05,2,EMT22N
000000110000100,8.268444756581069e-05,2,EMT22N
010000001000000,8.166365191685007e-05,2,EMT22N
000000100110100,7.962206061892881e-05,2,EMT22N
000000111101000,6.431012588451943e-05,2,EMT22N
100110101000000,5.8185351990755675e-05,2,EMT22N
100100001000000,5.3081373745952544e-05,2,EMT22N
010000101110000,5.206057809699192e-05,2,EMT22N
000000111101100,5.206057809699192e-05,2,EMT22N
000010101000000,4.8998191150110044e-05,2,EMT22N
111000000000000,4.7977395501149414e-05,2,EMT22N
000000111001100,4.7977395501149414e-05,2,EMT22N
100000011100000,4.3894212905306913e-05,2,EMT22N
100110101100000,3.9811030309464406e-05,2,EMT22N
000000000100010,3.879023466050378e-05,2,EMT22N
101110001000000,3.470705206466128e-05,2,EMT22N
100000111100010,2.8582278170897526e-05,2,EMT22N
100000101010000,2.75614825219369e-05,2,EMT22N
101000100010000,2.75614825219369e-05,2,EMT22N
100110111100000,2.75614825219369e-05,2,EMT22N
100111111100000,2.6540686872976272e-05,2,EMT22N
100000001000100,2.3478299926094395e-05,2,EMT22N
100110100100000,2.3478299926094395e-05,2,EMT22N
000100001000000,2.3478299926094395e-05,2,EMT22N
010000110110000,1.939511733025189e-05,2,EMT22N
100000110110000,1.939511733025189e-05,2,EMT22N
101000000000000,1.8374321681291265e-05,2,EMT22N
100000001100000,1.735352603233064e-05,2,EMT22N
000010111100100,1.6332730383370015e-05,2,EMT22N
110000000000000,1.5311934734409388e-05,2,EMT22N
100110111000000,1.5311934734409388e-05,2,EMT22N
000000010000000,1.5311934734409388e-05,2,EMT22N
100000010000000,1.2249547787527511e-05,2,EMT22N
100000000000000,1.2249547787527511e-05,2,EMT22N
101000100000100,1.1228752138566884e-05,2,EMT22N
010000111100000,1.1228752138566884e-05,2,EMT22N
100000100010000,1.0207956489606259e-05,2,EMT22N
010000110100000,1.0207956489606259e-05,2,EMT22N
000000001100000,9.187160840645632e-06,2,EMT22N
000000101000110,8.166365191685007e-06,2,EMT22N
100110110100000,8.166365191685007e-06,2,EMT22N
010000101000000,8.166365191685007e-06,2,EMT22N
100010101100000,5.1039782448031296e-06,2,EMT22N
101010100000000,5.1039782448031296e-06,2,EMT22N
000000000100000,5.1039782448031296e-06,2,EMT22N
110000100100000,4.083182595842504e-06,2,EMT22N
101110100000000,3.0623869468818777e-06,2,EMT22N
101000001000000,3.0623869468818777e-06,2,EMT22N
100100101000000,3.0623869468818777e-06,2,EMT22N
100111001000000,3.0623869468818777e-06,2,EMT22N
100010100100000,3.0623869468818777e-06,2,EMT22N
110000100000000,2.041591297921252e-06,2,EMT22N
000110001000000,2.041591297921252e-06,2,EMT22N
100111000100000,2.041591297921252e-06,2,EMT22N
100111010100000,2.041591297921252e-06,2,EMT22N
000100101000100,2.041591297921252e-06,2,EMT22N
100110100000000,2.041591297921252e-06,2,EMT22N
010100010000000,2.041591297921252e-06,2,EMT22N
100110001000100,2.041591297921252e-06,2,EMT22N
111110000000000,2.041591297921252e-06,2,EMT22N
100110010000000,2.041591297921252e-06,2,EMT22N
000000001000100,2.041591297921252e-06,2,EMT22N
101110010000000,2.041591297921252e-06,2,EMT22N
101000100100000,1.020795648960626e-06,2,EMT22N
010000110010000,1.020795648960626e-06,2,EMT22N
100010001000000,1.020795648960626e-06,2,EMT22N
101000101000000,1.020795648960626e-06,2,EMT22N
101110011000000,1.020795648960626e-06,2,EMT22N
110111000000000,1.020795648960626e-06,2,EMT22N
000000100110001,1.020795648960626e-06,2,EMT22N
100001000000000,1.020795648960626e-06,2,EMT22N
000001100100000,1.020795648960626e-06,2,EMT22N
111111000000000,0.1997485999264195,3,EMT22N
000000111110000,0.16076523729714262,3,EMT22N
000000111110100,0.15160446388423332,3,EMT22N
000000111110010,0.08821996484486776,3,EMT22N
000000111110110,0.08017925029636594,3,EMT22N
000000101010000,0.048591750807341696,3,EMT22N
000000101110000,0.02498773658177656,3,EMT22N
000000111010000,0.02332502146098189,3,EMT22N
000000111100000,0.022721048113477495,3,EMT22N
000000111100100,0.02053815966970527,3,EMT22N
000000101010100,0.020509545027183912,3,EMT22N
000000111010100,0.01751113927155296,3,EMT22N
000000111110111,0.013985406532314107,3,EMT22N
000000101110100,0.012865347667906634,3,EMT22N
000000111110101,0.008797980623799207,3,EMT22N
000000111100110,0.006276826227363774,3,EMT22N
000000101000000,0.006194048154355558,3,EMT22N
000000111100010,0.00612557740260802,3,EMT22N
000000111110011,0.004880840452928913,3,EMT22N
000000111010010,0.004774557494992437,3,EMT22N
000000100110000,0.004150145117115644,3,EMT22N
000000100010000,0.003995830437804031,3,EMT22N
000000101100000,0.003925315783019253,3,EMT22N
000000111000000,0.003842537710011037,3,EMT22N
000000101000100,0.0036197522789518867,3,EMT22N
000000101110010,0.0031281935984956875,3,EMT22N
000000111110001,0.003121039937865348,3,EMT22N
000000101110110,0.002499693414544414,3,EMT22N
000000101010010,0.0024516616931692763,3,EMT22N
111111100000000,0.002428156808241017,3,EMT22N
000000110110000,0.002313698238155582,3,EMT22N
100000111100000,0.002292237256264563,3,EMT22N
000000101100100,0.0019529493520827371,3,EMT22N
000000111000100,0.0018936761640027796,3,EMT22N
100000111100100,0.001812941994031803,3,EMT22N
000000101010110,0.001763888321138045,3,EMT22N
000000111010110,0.001744471242284266,3,EMT22N
010000100010000,0.0016545395086457098,3,EMT22N
000000111100111,0.0015635858234885338,3,EMT22N
000000001000000,0.0013479540530597228,3,EMT22N
000000100000000,0.0011425417978171116,3,EMT22N
000000100100000,0.0011006417855536934,3,EMT22N
100110001000000,0.0010096881003965172,3,EMT22N
100000101000000,0.0009677880881330989,3,EMT22N
010000100000000,0.0008553734210849037,3,EMT22N
000000111100101,0.0008543514695662838,3,EMT22N
000000111010101,0.0008052977966725259,3,EMT22N
100000111110000,0.000662224584065732,3,EMT22N
000000110110110,0.0006540489719167723,3,EMT22N
000000111111110,0.0005947757838368148,3,EMT22N
000000101110111,0.0005600294322037362,3,EMT22N
000000110110100,0.0005303928381637576,3,EMT22N
000000110110010,0.0005242611290520378,3,EMT22N
000000101110101,0.0005048440501982586,3,EMT22N
000000111111100,0.00043739524996934143,3,EMT22N
000000101010101,0.00043739524996934143,3,EMT22N
000000110010000,0.0004363732984507215,3,EMT22N
000000101100010,0.0004169562195969423,3,EMT22N
000000110100000,0.0004098025589666026,3,EMT22N
000000111111000,0.0003934513346686833,3,EMT22N
100000001000000,0.0003914074316314434,3,EMT22N
000000101000010,0.00038016596492662386,3,EMT22N
100000111000000,0.0003730123042962842,3,EMT22N
000000111010111,0.0003464415648121653,3,EMT22N
000000100110100,0.00033417814658872583,3,EMT22N
100000111000100,0.00033213424355148593,3,EMT22N
000000111100001,0.0003229366798839063,3,EMT22N
000000101100110,0.00031987082532804645,3,EMT22N
100000101100000,0.0003086293586232269,3,EMT22N
000000101110001,0.00029636594039978743,3,EMT22N
111000100000000,0.0002902342312880677,3,EMT22N
000000100110010,0.00027694886154600826,3,EMT22N
000000111010001,0.0002401586068756898,3,EMT22N
100000100000000,0.0002401586068756898,3,EMT22N
000000111000010,0.00023709275231982994,3,EMT22N
000000111111010,0.00023709275231982994,3,EMT22N
000000110100100,0.00021665372194743082,3,EMT22N
100000101100100,0.00021358786739157095,3,EMT22N
000000111000110,0.00020030249764951152,3,EMT22N
000000110110001,0.00019723664309365165,3,EMT22N
000000101110011,0.00019621469157503167,3,EMT22N
000000110010100,0.0001931488370191718,3,EMT22N
100110000000000,0.0001859951763888321,3,EMT22N
100000111110100,0.0001839512733515922,3,EMT22N
000000101000101,0.0001819073703143523,3,EMT22N
100111000000000,0.00017577566120263255,3,EMT22N
001000110010000,0.00017577566120263255,3,EMT22N
101000100000000,0.00017066590360953276,3,EMT22N
000000111010011,0.00016351224297919307,3,EMT22N
000000001100000,0.0001604463884233332,3,EMT22N
010000100110000,0.00015840248538609328,3,EMT22N
000000011000100,0.00015840248538609328,3,EMT22N
100111001000000,0.00015227077627437353,3,EMT22N
100000101000100,0.00014307321260679392,3,EMT22N
000000110000000,0.0001154805216040551,3,EMT22N
000000111100011,0.00011445857008543515,3,EMT22N
000000111000101,0.00010423905489923558,3,EMT22N
000000110100010,0.00010219515186199567,3,EMT22N
000000111101110,0.00010219515186199567,3,EMT22N
000000110010010,0.00010219515186199567,3,EMT22N
000000011100010,0.00010219515186199567,3,EMT22N
000000101000110,0.00010219515186199567,3,EMT22N
111000110000000,0.00010219515186199567,3,EMT22N
100000111010000,0.00010219515186199567,3,EMT22N
100000111110101,0.00010219515186199567,3,EMT22N
000000100010110,0.00010219515186199567,3,EMT22N
000000101011100,0.00010117320034337571,3,EMT22N
100000111110010,0.00010117320034337571,3,EMT22N
000000111011100,0.00010117320034337571,3,EMT22N
000000110100001,0.00010117320034337571,3,EMT22N
000000101100111,0.00010015124882475576,3,EMT22N
100110011000000,9.91292973061358e-05,3,EMT22N
100000101010000,9.810734578751584e-05,3,EMT22N
000000111101010,9.708539426889589e-05,3,EMT22N
000000101101100,9.708539426889589e-05,3,EMT22N
000000011100000,9.606344275027593e-05,3,EMT22N
001000100110000,9.504149123165597e-05,3,EMT22N
001000100010000,9.401953971303602e-05,3,EMT22N
000000111101000,9.19756366757961e-05,3,EMT22N
000000011100100,8.584392756407635e-05,3,EMT22N
100000011100100,8.48219760454564e-05,3,EMT22N
100000111100110,8.27780730082165e-05,3,EMT22N
010000101010000,8.073416997097657e-05,3,EMT22N
000000001000100,7.971221845235663e-05,3,EMT22N
100000110000000,7.76683154151167e-05,3,EMT22N
000000101111111,7.664636389649675e-05,3,EMT22N
101000000000000,7.664636389649675e-05,3,EMT22N
010000111010000,7.358050934063688e-05,3,EMT22N
100000100110000,7.255855782201692e-05,3,EMT22N
100110101000000,7.255855782201692e-05,3,EMT22N
101111100000000,6.540489719167723e-05,3,EMT22N
100000110100000,5.4163430486857705e-05,3,EMT22N
010000110010000,5.4163430486857705e-05,3,EMT22N
000000101010001,5.3141478968237744e-05,3,EMT22N
100000011000000,5.3141478968237744e-05,3,EMT22N
000000000000000,5.1097575930997834e-05,3,EMT22N
101110000000000,3.883415770755835e-05,3,EMT22N
100000100100000,3.883415770755835e-05,3,EMT22N
000000011000000,3.883415770755835e-05,3,EMT22N
000000100110110,3.78122061889384e-05,3,EMT22N
100000101110000,3.270244859583862e-05,3,EMT22N
100110011100000,3.06585455585987e-05,3,EMT22N
110111001000000,2.8614642521358788e-05,3,EMT22N
000010101000100,2.8614642521358788e-05,3,EMT22N
110111000000000,2.8614642521358788e-05,3,EMT22N
100000000000000,2.5548787965498917e-05,3,EMT22N
000100111100000,2.452683644687896e-05,3,EMT22N
000000100010010,2.452683644687896e-05,3,EMT22N
100110111100000,2.452683644687896e-05,3,EMT22N
101110000100000,2.3504884928259004e-05,3,EMT22N
000100101000000,2.2482933409639046e-05,3,EMT22N
100110111100100,1.7373175816539263e-05,3,EMT22N
101110001000000,1.635122429791931e-05,3,EMT22N
010000111000000,1.635122429791931e-05,3,EMT22N
101000110100000,1.4307321260679394e-05,3,EMT22N
010100100000000,1.3285369742059436e-05,3,EMT22N
000000100000100,1.3285369742059436e-05,3,EMT22N
101000101000000,1.226341822343948e-05,3,EMT22N
010000101000000,1.1241466704819523e-05,3,EMT22N
100000001000100,1.0219515186199567e-05,3,EMT22N
010000100100000,1.0219515186199567e-05,3,EMT22N
100110001100000,1.0219515186199567e-05,3,EMT22N
100110010100000,8.175612148959654e-06,3,EMT22N
000000100100010,8.175612148959654e-06,3,EMT22N
100110111000000,8.175612148959654e-06,3,EMT22N
010000110110000,7.153660630339697e-06,3,EMT22N
100110101100100,7.153660630339697e-06,3,EMT22N
111111001000000,7.153660630339697e-06,3,EMT22N
000010101100100,7.153660630339697e-06,3,EMT22N
100110110100000,7.153660630339697e-06,3,EMT22N
101000100100000,6.13170911171974e-06,3,EMT22N
010000000000000,6.13170911171974e-06,3,EMT22N
001000110110000,6.13170911171974e-06,3,EMT22N
010000110000000,5.1097575930997834e-06,3,EMT22N
000000110100101,4.087806074479827e-06,3,EMT22N
000000100110001,4.087806074479827e-06,3,EMT22N
000000001100100,4.087806074479827e-06,3,EMT22N
100100100000000,4.087806074479827e-06,3,EMT22N
100010111000100,4.087806074479827e-06,3,EMT22N
101000001000000,3.06585455585987e-06,3,EMT22N
000000000100000,3.06585455585987e-06,3,EMT22N
010000111110000,2.0439030372399135e-06,3,EMT22N
100010001000000,2.0439030372399135e-06,3,EMT22N
100100001000000,2.0439030372399135e-06,3,EMT22N
100010001100000,2.0439030372399135e-06,3,EMT22N
101110100000000,2.0439030372399135e-06,3,EMT22N
